Field	Time	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	LTOO_X	LTOO_Y	LTOO_Z	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	RTOO_X	RTOO_Y	RTOO_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
597	5.9600	-52.693287	-186.495316	957.104553	94.689102	-187.571060	955.218506	-97.462708	-235.613358	550.504883	136.798660	-216.046127	539.722229	-116.094955	-234.213104	129.450867	151.953217	-235.243805	136.125748	-133.078384	-89.362816	61.289867	20.997906	-187.033188	956.161621	22.817272	-166.368530	1102.092896	197.180695	-98.479164	55.223114	14.441567	-134.138275	1460.551025	13.648064	-128.049561	1269.460693
598	5.9700	-52.505825	-187.698059	961.115967	94.879837	-188.291992	959.273499	-97.151016	-236.723557	553.728210	135.734650	-218.817993	543.407471	-116.184578	-233.181946	131.931519	151.735992	-234.029053	138.481842	-133.370712	-88.934669	62.553398	21.187010	-187.995026	960.194824	22.898340	-166.085785	1105.945801	197.483597	-98.500816	55.810364	13.784596	-134.503769	1464.387939	13.256617	-128.245605	1273.772949
599	5.9800	-52.289883	-188.801102	964.113770	95.097656	-188.942245	962.332031	-96.893036	-237.519562	556.008240	134.725586	-221.238510	546.147827	-116.247009	-232.468063	133.584015	151.401566	-233.122162	140.040817	-133.591278	-88.500031	63.667343	21.403887	-188.871704	963.222900	22.987083	-165.992996	1108.826294	197.797012	-98.416809	56.391228	13.093849	-134.912811	1467.169800	12.833022	-128.597427	1276.962646
600	5.9900	-52.057343	-189.755814	965.973938	95.330833	-189.470612	964.263306	-96.703957	-237.993698	557.264343	133.799454	-223.275513	547.840881	-116.286606	-232.087143	134.351837	150.973389	-232.546448	140.737839	-133.735596	-88.065247	64.572281	21.636751	-189.613205	965.118713	23.080996	-166.090240	1110.620850	198.118927	-98.202110	56.927235	12.383201	-135.363754	1468.793823	12.387115	-129.082947	1278.909424
601	6.0000	-51.821342	-190.522690	966.611938	95.566338	-189.834091	964.975647	-96.594498	-238.154404	557.450012	132.975769	-224.921722	548.419128	-116.305275	-232.045944	134.206787	150.474304	-232.316254	140.533798	-133.800659	-87.643700	65.229507	21.872499	-190.178391	965.793823	23.177177	-166.370255	1111.250854	198.445511	-97.843254	57.400803	11.665128	-135.855743	1469.194092	11.927871	-129.677795	1279.535645
602	6.0100	-51.595421	-191.072693	965.989502	95.790710	-189.999771	964.422119	-96.570206	-238.025513	556.555420	132.265259	-226.192581	547.853210	-116.302109	-232.341965	133.150421	149.925232	-232.435730	139.418137	-133.784653	-87.254417	65.623154	22.097649	-190.536240	965.205933	23.273140	-166.819092	1110.678955	198.770355	-97.339615	57.818439	10.950382	-136.388611	1468.344116	11.462853	-130.357147	1278.808228
603	6.0200	-51.392441	-191.388596	964.116577	95.991135	-189.946777	962.604797	-96.630974	-237.644791	554.608643	131.670151	-227.123322	546.155273	-116.273315	-232.963348	131.214233	149.344238	-232.898331	137.410233	-133.687439	-86.920792	65.759819	22.299347	-190.667709	963.360840	23.365860	-167.415710	1108.909790	199.083328	-96.704926	58.209850	10.247784	-136.962646	1466.260376	10.998935	-131.095947	1276.743286
604	6.0300	-51.224373	-191.465591	961.052734	96.155632	-189.667191	959.575989	-96.770905	-237.061066	551.674927	131.185135	-227.764999	543.379089	-116.212494	-233.889313	128.458435	148.745804	-233.686707	134.559830	-133.510437	-86.669090	65.665520	22.465633	-190.566422	960.314453	23.452644	-168.133804	1105.992432	199.370178	-95.969162	58.623146	9.564210	-137.578476	1463.003906	10.540929	-131.870544	1273.406250
605	6.0400	-51.101311	-191.312256	956.904907	96.274147	-189.167358	955.436707	-96.978699	-236.331482	547.854187	130.798630	-228.180069	539.618347	-116.111275	-235.090805	124.969681	148.140778	-234.773209	130.945602	-133.257462	-86.527237	65.380806	22.586414	-190.239838	956.170776	23.530502	-168.942261	1102.019409	199.613007	-95.179581	59.115601	8.904626	-138.236893	1458.677124	10.091482	-132.659058	1268.908081
606	6.0500	-51.030796	-190.950745	951.822815	96.339134	-188.468140	950.333069	-97.238335	-235.517899	543.276917	130.494598	-228.437653	535.003845	-115.960159	-236.531525	120.857460	147.536285	-236.121185	126.672745	-132.934799	-86.522751	64.954056	22.654175	-189.709473	951.078064	23.596333	-169.807037	1097.123535	199.791412	-94.399918	59.741417	8.272200	-138.938889	1453.424438	9.652146	-133.443222	1263.404419
607	6.0600	-51.017830	-190.416656	945.992432	96.345650	-187.604736	944.449280	-97.530014	-234.683105	538.098450	130.254303	-228.608887	529.697693	-115.749496	-238.169342	116.249504	146.936462	-237.686157	121.868706	-132.551743	-86.680374	64.434975	22.663912	-189.010727	945.220947	23.646936	-170.692657	1091.473389	199.885239	-93.706055	60.537800	7.668402	-139.685440	1447.425415	9.222305	-134.207748	1257.088257
608	6.0700	-51.064125	-189.757782	939.626892	96.291977	-186.625473	937.999512	-97.831612	-233.887177	532.492310	130.058426	-228.762146	523.885925	-115.470634	-239.957916	111.286392	146.343170	-239.418045	116.677773	-132.120605	-87.019165	63.868233	22.613930	-188.191620	938.813293	23.678923	-171.563721	1085.266846	199.877808	-93.177834	61.512897	7.093083	-140.477173	1440.888062	8.799660	-134.941330	1250.182251
609	6.0800	-51.168198	-189.032013	932.955505	96.179710	-185.589508	931.216309	-98.120163	-233.183777	526.641968	129.888809	-228.958618	517.769836	-115.117081	-241.848297	106.115562	145.756989	-241.263275	111.254784	-131.656326	-87.548973	63.288769	22.505762	-187.310791	932.086060	23.688980	-172.387878	1078.722290	199.759949	-92.887009	62.639088	6.544560	-141.314209	1434.040894	8.380575	-135.636093	1242.930786
610	6.0900	-51.325577	-188.304474	926.213013	96.013412	-184.563721	924.339600	-98.373611	-232.617371	520.732483	129.730087	-229.248718	511.556213	-114.685371	-243.790970	100.884995	145.178146	-243.167160	105.757896	-131.175705	-88.267807	62.719852	22.343916	-186.434113	925.276428	23.673765	-173.136581	1072.067749	199.532867	-92.884293	63.853874	6.019664	-142.195618	1427.123413	7.960649	-136.288742	1235.589844
611	6.1000	-51.528992	-187.642502	919.627502	95.800545	-183.617920	917.604187	-98.572556	-232.220703	514.942017	129.570984	-229.668793	505.446899	-114.175949	-245.737503	95.736946	144.607422	-245.076202	100.341454	-130.696381	-89.159988	62.173332	22.135777	-185.630249	918.615967	23.630838	-173.787506	1065.530273	199.209671	-93.188728	65.069595	5.513857	-143.118652	1420.372192	7.534527	-136.898315	1228.414185
612	6.1100	-51.768974	-187.111298	913.409241	95.550781	-182.820007	911.228271	-98.701790	-232.013428	509.433563	129.405029	-230.239334	499.628510	-113.593559	-247.642487	90.802078	144.046921	-246.940262	95.148804	-130.235413	-90.196312	61.652260	21.890907	-184.965668	912.318909	23.558182	-174.325607	1059.323242	198.814072	-93.782860	66.188652	5.021388	-144.078247	1414.011230	7.096825	-137.467896	1221.647217
613	6.1200	-52.034630	-186.768478	907.740784	95.275330	-182.230667	905.402832	-98.751663	-232.001831	504.347626	129.230804	-230.963791	494.263184	-112.947372	-249.464966	86.194412	143.500305	-248.714508	90.306000	-129.807877	-91.336243	61.154587	21.620346	-184.499557	906.571838	23.454851	-174.744354	1053.635620	198.376434	-94.615921	67.120758	4.535576	-145.066299	1408.238770	6.642674	-138.001541	1215.506836
614	6.1300	-52.314419	-186.658920	902.769104	94.986076	-181.898209	900.282776	-98.718872	-232.179230	499.796265	129.051392	-231.829178	489.480774	-112.250771	-251.169800	82.007095	142.972855	-250.360870	85.916603	-129.425400	-92.531769	60.677063	21.335829	-184.278595	901.526062	23.321236	-175.045532	1048.621582	197.929062	-95.613319	67.796631	4.049201	-146.071243	1403.216187	6.168221	-138.506149	1210.174316
615	6.1400	-52.596992	-186.810974	898.598755	94.694756	-181.854538	895.980469	-98.606674	-232.527802	495.859222	128.873459	-232.807480	485.373535	-111.520561	-252.728699	78.309654	142.471298	-251.849091	82.057976	-129.095673	-93.732559	60.218166	21.048885	-184.332779	897.289612	23.158676	-175.239441	1044.392090	197.501053	-96.690033	68.175507	3.555028	-147.077423	1399.061157	5.670877	-138.987823	1205.785278
616	6.1500	-52.871944	-187.233353	895.288452	94.412186	-182.112061	892.561218	-98.424561	-233.020767	492.581543	128.705826	-233.858078	481.992889	-110.776245	-254.120590	75.146500	142.003204	-253.156815	78.779213	-128.821548	-94.890594	59.779724	20.770119	-184.672745	893.924805	22.970404	-175.344559	1041.011230	197.114410	-97.763313	68.246201	3.046421	-148.065659	1395.840088	5.150091	-139.452988	1202.419678
617	6.1600	-53.130638	-187.913879	892.849854	94.147385	-182.662231	890.041504	-98.187248	-233.625092	489.974243	128.557632	-234.931396	479.349915	-110.038712	-255.331787	72.536934	141.576324	-254.269989	76.100899	-128.601395	-95.964447	59.367199	20.508375	-185.288086	891.445740	22.760159	-175.386292	1038.493896	196.782288	-98.763145	68.023567	2.518010	-149.013107	1393.565186	4.607822	-139.906464	1200.097412
618	6.1700	-53.366451	-188.820541	891.248352	93.907288	-183.476440	888.390808	-97.913033	-234.304886	488.016235	128.436630	-235.972931	477.417694	-109.329025	-256.355804	70.476486	141.197952	-255.181915	74.016548	-128.429565	-96.921906	58.988918	20.270420	-186.148514	889.819702	22.533207	-175.396301	1036.807861	196.509262	-99.637512	67.542053	1.966323	-149.894562	1392.197144	4.047916	-140.351837	1198.779907
619	6.1800	-53.575218	-189.904205	890.407532	93.696342	-184.508453	887.534607	-97.622040	-235.024521	486.659241	128.347672	-236.928116	476.137238	-108.667000	-257.192810	68.939507	140.874176	-255.892731	72.495499	-128.297455	-97.741158	58.654724	20.060566	-187.206375	888.971069	22.295168	-175.409882	1035.879639	196.292648	-100.354202	66.849220	1.390338	-150.683670	1391.648804	3.476880	-140.789658	1198.371948
620	6.1900	-53.755081	-191.103409	890.216614	93.516525	-185.698944	887.362427	-97.334343	-235.751846	485.833069	128.291855	-237.747147	475.424255	-108.069977	-257.848969	67.882660	140.609177	-256.408508	71.487022	-128.194763	-98.410744	58.374359	19.880726	-188.401215	888.789612	22.052111	-175.463943	1035.603027	196.125092	-100.899055	65.999718	0.791847	-151.354385	1391.793213	2.902913	-141.219391	1198.731934
621	6.2000	-53.906216	-192.350296	890.539307	93.367683	-186.981201	887.737183	-97.068207	-236.461044	485.452942	128.266327	-238.389893	475.177979	-107.551758	-258.335541	67.249100	140.404892	-256.740631	70.925278	-128.110764	-98.928490	58.156166	19.730736	-189.665787	889.138367	21.810040	-175.594086	1035.848755	195.996918	-101.272499	65.050552	0.175613	-151.882919	1392.475220	2.335644	-141.637405	1199.684814
622	6.2100	-54.030468	-193.577255	891.226257	93.247864	-188.287567	888.506714	-96.838905	-237.134720	485.425964	128.264862	-238.830139	475.289734	-107.121811	-258.668091	66.972984	140.260559	-256.904968	70.734612	-128.035431	-99.300056	58.005894	19.608696	-190.932404	889.866455	21.574373	-175.830780	1036.475952	195.898499	-101.485664	64.057419	-0.450728	-152.249420	1393.522217	1.785508	-142.039536	1201.034424
623	6.2200	-54.130672	-194.723251	892.126648	93.153969	-189.555664	889.516724	-96.658020	-237.765060	485.658051	128.279144	-239.058502	475.651337	-106.784752	-258.865784	66.983994	140.172913	-256.921509	70.834915	-127.960236	-99.537437	57.926224	19.511650	-192.139481	890.821777	21.349606	-176.196518	1037.343994	195.821472	-101.556473	63.071972	-1.077022	-152.440048	1394.758545	1.263068	-142.421204	1202.582397
624	6.2300	-54.210384	-195.739059	893.100647	93.082130	-190.733582	890.622498	-96.533173	-238.353806	486.059662	128.300262	-239.084183	476.161743	-106.540413	-258.950195	67.211479	140.136154	-256.813690	71.146584	-127.878990	-99.657280	57.916428	19.435875	-193.236359	891.861694	21.139084	-176.702576	1038.319946	195.759506	-101.506760	62.139919	-1.691160	-152.447845	1396.017212	0.778135	-142.778046	1204.139526
625	6.2400	-54.273117	-196.591049	894.029053	93.028419	-191.783691	891.699463	-96.468239	-238.910995	486.550446	128.320038	-238.934265	476.733032	-106.384056	-258.944611	67.588173	140.142532	-256.607819	71.594795	-127.787811	-99.679459	57.972656	19.377657	-194.187408	892.864319	20.944735	-177.347565	1039.289185	195.708145	-101.360291	61.299702	-2.279827	-152.274277	1397.150879	0.340166	-143.108383	1205.539673
626	6.2500	-54.322540	-197.262985	894.820618	92.988739	-192.684769	892.650513	-96.463631	-239.452774	487.062500	128.332108	-238.651611	477.293304	-106.307159	-258.872833	68.053070	140.182816	-256.331848	72.112976	-127.685081	-99.625687	58.088310	19.333097	-194.973907	893.735657	20.767273	-178.117676	1040.160034	195.664703	-101.141289	60.581673	-2.829334	-151.929169	1398.041382	-0.043668	-143.410706	1206.649536
627	6.2600	-54.362087	-197.755981	895.414978	92.959206	-193.432053	893.409180	-96.516724	-239.998291	487.542480	128.332077	-238.290756	477.788971	-106.298187	-258.758087	68.553551	140.246948	-256.014496	72.645126	-127.571213	-99.518166	58.254604	19.298559	-195.594009	894.412231	20.606108	-178.986969	1040.866211	195.627274	-100.873787	60.007755	-3.326490	-151.430771	1398.604736	-0.367830	-143.687622	1207.372559
628	6.2700	-54.394958	-198.086746	895.782959	92.936226	-194.035980	893.940552	-96.622246	-240.566696	487.952179	128.317490	-237.912689	478.184601	-106.343559	-258.622284	69.046730	140.324692	-255.683395	73.147202	-127.448242	-99.378746	58.461342	19.270634	-196.061356	894.861877	20.459957	-179.921585	1041.369141	195.594620	-100.580902	59.591148	-3.759423	-150.804871	1398.794922	-0.628646	-143.943253	1207.653687
629	6.2800	-54.424191	-198.284103	895.922852	92.916451	-194.518982	894.237610	-96.772690	-241.173904	488.268036	128.287155	-237.578934	478.461823	-106.428780	-258.484680	69.499886	140.406296	-255.363998	73.587486	-127.319366	-99.227478	58.697388	19.246138	-196.401581	895.080322	20.327045	-180.882599	1041.655518	195.565811	-100.284454	59.336491	-4.118278	-150.083450	1398.601685	-0.825044	-144.184082	1207.477173
630	6.2900	-54.452557	-198.384827	895.855347	92.896858	-194.911758	894.316345	-96.958710	-241.830170	488.480072	128.240616	-237.345673	478.617035	-106.539261	-258.361206	69.890312	140.483063	-255.077774	73.946030	-127.188530	-99.081856	58.951244	19.222151	-196.648315	895.085999	20.205572	-181.830063	1041.734375	195.539841	-100.004242	59.240124	-4.395774	-149.302979	1398.048828	-0.957584	-144.418274	1206.864502
631	6.3000	-54.482407	-198.428558	895.616821	92.874939	-195.248489	894.209412	-97.169556	-242.538330	488.589478	128.177795	-237.258652	478.658752	-106.661263	-258.264038	70.204559	140.547958	-254.841293	74.213455	-127.059715	-98.956085	59.211639	19.196266	-196.838547	894.913208	20.094166	-182.727905	1041.631836	195.516220	-99.757050	59.290627	-4.587540	-148.502060	1397.188843	-1.028867	-144.654495	1205.870605
632	6.3100	-54.515594	-198.453140	895.252563	92.848755	-195.562302	893.959290	-97.393806	-243.292938	488.606201	128.098999	-237.349152	478.604126	-106.782555	-258.201141	70.437233	140.596024	-254.665253	74.389267	-126.936646	-98.860474	59.467880	19.166586	-197.007751	894.606079	19.991716	-183.546188	1041.386108	195.494629	-99.556030	59.469715	-4.692241	-147.719513	1396.093384	-1.042728	-144.901810	1204.574951
633	6.3200	-54.553062	-198.490662	894.810974	92.817352	-195.881607	893.612976	-97.619904	-244.080551	488.546234	128.005051	-237.632126	478.475891	-106.892975	-258.176270	70.589630	140.624496	-254.554428	74.479897	-126.822487	-98.801178	59.710232	19.132151	-197.186157	894.212097	19.898010	-184.263672	1041.040894	195.475159	-99.409782	59.753761	-4.711493	-146.991821	1394.847656	-1.004659	-145.167801	1203.076050
634	6.3300	-54.594913	-198.564514	894.338135	92.780655	-196.227127	893.216003	-97.836830	-244.881073	488.428680	127.897621	-238.105591	478.298981	-106.984612	-258.189453	70.668167	140.632996	-254.508072	74.496689	-126.719521	-98.780548	59.930309	19.092869	-197.395828	893.777222	19.813457	-184.868958	1040.640503	195.458450	-99.322159	60.115566	-4.649581	-146.351135	1393.540161	-0.920610	-145.458588	1201.481079
635	6.3400	-54.640228	-198.687973	893.874390	92.739655	-196.610596	892.809265	-98.034790	-245.669449	488.273682	127.779350	-238.752151	478.098175	-107.052086	-258.237274	70.682838	140.623215	-254.520355	74.453934	-126.628906	-98.797089	60.121304	19.049715	-197.649307	893.341980	19.739157	-185.360550	1040.225586	195.445389	-99.291924	60.526253	-4.513006	-145.823654	1392.256226	-0.796410	-145.778152	1199.897583
636	6.3500	-54.687160	-198.864410	893.451721	92.696289	-197.034729	892.426025	-98.205627	-246.418411	488.100128	127.653923	-239.541641	477.895660	-107.092339	-258.313965	70.645798	140.598541	-254.581757	74.367210	-126.550812	-98.846581	60.278339	19.004564	-197.949570	892.939026	19.676483	-185.744949	1039.829712	195.437012	-99.313469	60.957462	-4.309935	-145.428421	1391.071167	-0.637835	-146.128235	1198.424927
637	6.3600	-54.733150	-199.088348	893.092468	92.653198	-197.494217	892.090454	-98.343140	-247.100876	487.924438	127.525894	-240.434494	477.709412	-107.104454	-258.412048	70.570061	140.563553	-254.680130	74.251862	-126.484421	-98.922470	60.398453	18.960030	-198.291321	892.591614	19.627178	-186.036209	1039.478149	195.434525	-99.377533	61.383114	-4.049575	-145.176254	1390.043823	-0.450118	-146.507874	1197.145508
638	6.3700	-54.775120	-199.347641	892.808960	92.613556	-197.977783	891.817505	-98.443336	-247.692459	487.759460	127.400192	-241.386032	477.552582	-107.089355	-258.523224	70.468445	140.523499	-254.802017	74.121964	-126.428261	-99.017067	60.480686	18.919218	-198.662750	892.313354	19.592943	-186.252930	1039.186768	195.438904	-99.472321	61.780827	-3.741584	-145.069946	1389.215332	-0.237706	-146.914429	1196.120972
639	6.3800	-54.809875	-199.626038	892.604614	92.580635	-198.470505	891.613220	-98.504318	-248.173630	487.614349	127.281754	-242.350113	477.433044	-107.049423	-258.639496	70.352783	140.483612	-254.933990	73.989510	-126.380203	-99.122360	60.525990	18.885386	-199.048309	892.108887	19.575172	-186.416229	1038.963379	195.450928	-99.584908	62.132973	-3.395499	-145.104355	1388.606812	-0.004172	-147.343781	1195.388306
640	6.3900	-54.834476	-199.905731	892.475098	92.557449	-198.956238	891.476013	-98.526245	-248.531082	487.494568	127.175125	-243.283203	477.353729	-106.988060	-258.753418	70.233269	140.448700	-255.063599	73.863983	-126.337929	-99.230606	60.537006	18.861490	-199.430984	891.975708	19.574902	-186.547409	1038.808228	195.470978	-99.702515	62.427048	-3.020311	-145.267334	1388.218750	0.247668	-147.790710	1194.957520
641	6.4000	-54.846428	-200.169632	892.410583	92.546570	-199.419647	891.398560	-98.511086	-248.758743	487.402100	127.083969	-244.147095	477.313110	-106.909302	-258.858978	70.118179	140.422638	-255.180298	73.752159	-126.299057	-99.335205	60.517708	18.850069	-199.794647	891.904663	19.592407	-186.666428	1038.715332	195.498901	-99.813652	62.655685	-2.624149	-145.541046	1388.036499	0.515817	-148.250061	1194.817505
642	6.4100	-54.844124	-200.403046	892.397705	92.549622	-199.847855	891.369690	-98.462311	-248.857834	487.336395	127.011002	-244.911484	477.306549	-106.817490	-258.951721	70.013657	140.408157	-255.276199	73.658249	-126.261223	-99.430923	60.473194	18.852751	-200.125488	891.883850	19.627357	-186.789566	1038.675781	195.534073	-99.909203	62.816387	-2.214128	-145.903061	1388.028687	0.798443	-148.715637	1194.933594
643	6.4200	-54.826611	-200.594879	892.421265	92.567612	-200.231445	891.376648	-98.384499	-248.836395	487.294800	126.957703	-245.555191	477.327057	-106.716934	-259.028961	69.923813	140.406769	-255.346054	73.584084	-126.222473	-99.514168	60.409122	18.870504	-200.413162	891.899109	19.678547	-186.929001	1038.677246	195.575424	-99.982552	62.910706	-1.796328	-146.328522	1388.156128	1.093544	-149.182388	1195.257935
644	6.4300	-54.794060	-200.737854	892.466675	92.600395	-200.564621	891.406128	-98.283051	-248.708191	487.273315	126.924515	-246.066681	477.366486	-106.611633	-259.089813	69.850838	140.418655	-255.387482	73.529549	-126.181320	-99.583153	60.331566	18.903170	-200.651260	891.936401	19.744328	-187.092133	1038.707397	195.621384	-100.030098	62.943726	-1.375901	-146.791351	1388.372925	1.399199	-149.645279	1195.731079
645	6.4400	-54.747482	-200.828766	892.520569	92.646980	-200.845306	891.446167	-98.163704	-248.491440	487.267395	126.910728	-246.443909	477.416534	-106.505211	-259.134888	69.795303	140.442795	-255.400803	73.493050	-126.136574	-99.637566	60.246487	18.949755	-200.837067	891.983459	19.822186	-187.281555	1038.754639	195.670135	-100.051071	62.923050	-0.957253	-147.266037	1388.631958	1.712643	-150.098862	1196.289185
646	6.4500	-54.688610	-200.867722	892.571899	92.705620	-201.074448	891.486694	-98.032211	-248.207031	487.272308	126.914726	-246.693008	477.469604	-106.400665	-259.165985	69.756462	140.477173	-255.388535	73.471939	-126.087532	-99.678383	60.159466	19.008512	-200.971115	892.029480	19.909220	-187.495392	1038.807861	195.719635	-100.047173	62.858074	-0.544272	-147.728790	1388.889038	2.030918	-150.538925	1196.868530
647	6.4600	-54.619804	-200.857452	892.612671	92.773987	-201.255173	891.520142	-97.894081	-247.876831	487.283691	126.933990	-246.826920	477.519165	-106.300468	-259.185699	69.732582	140.519135	-255.354935	73.463058	-126.034004	-99.707504	60.075523	19.077095	-201.056335	892.066406	20.002216	-187.728668	1038.858154	195.767700	-100.021912	62.759132	-0.140549	-148.158783	1389.106689	2.350200	-150.961243	1197.411743
648	6.4700	-54.543877	-200.802490	892.637451	92.849251	-201.391968	891.541321	-97.754219	-247.521988	487.297699	126.965385	-246.863266	477.560242	-106.206390	-259.197327	69.721329	140.565536	-255.305344	73.463013	-125.976250	-99.727615	59.998913	19.152687	-201.097229	892.089478	20.097992	-187.973450	1038.899414	195.812408	-99.980194	62.636784	0.250437	-148.538940	1389.255615	2.665867	-151.361694	1197.870361
649	6.4800	-54.463806	-200.708496	892.643250	92.928421	-201.489990	891.547302	-97.616859	-247.161789	487.311371	127.005280	-246.822403	477.589722	-106.119690	-259.204132	69.720009	140.613052	-255.245529	73.468605	-125.914734	-99.741470	59.932892	19.232311	-201.099243	892.095398	20.193485	-188.220474	1038.926880	195.851959	-99.927460	62.501213	0.625208	-148.856171	1389.316284	2.973716	-151.737015	1198.207520
650	6.4900	-54.382706	-200.581451	892.629639	93.008415	-201.554138	891.537476	-97.485405	-246.812225	487.322510	127.049774	-246.725586	477.606018	-106.041138	-259.209106	69.725876	140.658508	-255.181259	73.476997	-125.850334	-99.751862	59.879757	19.312857	-201.067825	892.083557	20.285343	-188.459702	1038.938477	195.884918	-99.869247	62.361649	0.980251	-149.101578	1389.279663	3.268265	-152.083282	1198.400391
651	6.5000	-54.303566	-200.427170	892.597717	93.086235	-201.588730	891.512451	-97.362549	-246.485611	487.329681	127.094894	-246.592834	477.609070	-105.971024	-259.214874	69.736336	140.699127	-255.117569	73.485893	-125.784081	-99.761169	59.840839	19.391338	-201.007980	892.055237	20.371117	-188.681244	1038.933960	195.910294	-99.810555	62.225971	1.312076	-149.270233	1389.146729	3.545482	-152.397797	1198.440063
652	6.5100	-54.229156	-200.251144	892.550171	93.159149	-201.597183	891.474243	-97.250160	-246.190079	487.332367	127.136780	-246.441772	477.600067	-105.909317	-259.223480	69.749077	140.732605	-255.058792	73.493568	-125.717194	-99.771423	59.816544	19.464998	-200.924194	892.012268	20.448425	-188.875992	1038.914063	195.927444	-99.755707	62.100536	1.617349	-149.360779	1388.926270	3.800682	-152.676926	1198.329834
653	6.5200	-54.162018	-200.058212	892.490295	93.224640	-201.581787	891.425720	-97.149551	-245.929581	487.330444	127.171982	-246.286499	477.581055	-105.855782	-259.236115	69.762146	140.757278	-255.007980	73.498886	-125.650879	-99.783943	59.806458	19.531309	-200.820007	891.958130	20.515394	-189.035797	1038.881470	195.936172	-99.707764	61.989960	1.893071	-149.374603	1388.634155	4.030276	-152.917938	1198.084839
654	6.5300	-54.104301	-199.852463	892.421997	93.280617	-201.543869	891.369812	-97.061455	-245.704361	487.324249	127.197472	-246.136978	477.554688	-105.809952	-259.253418	69.774040	140.772186	-254.966980	73.501228	-125.586349	-99.799461	59.809502	19.588160	-200.698196	891.895935	20.570768	-189.154129	1038.838257	195.936707	-99.668739	61.897202	2.136798	-149.315445	1388.291260	4.231876	-153.117691	1197.728882
655	6.5400	-54.057724	-199.637421	892.349365	93.325424	-201.483704	891.309937	-96.986183	-245.511368	487.314423	127.210854	-245.999054	477.523743	-105.771347	-259.275208	69.783661	140.777039	-254.936493	73.500404	-125.524681	-99.818069	59.824051	19.633848	-200.560577	891.829651	20.613386	-189.225693	1038.788330	195.929626	-99.639458	61.823662	2.346833	-149.188293	1387.918823	4.404013	-153.273148	1197.289063
656	6.5500	-54.023651	-199.415756	892.276245	93.357780	-201.400757	891.248962	-96.923744	-245.345032	487.301788	127.210426	-245.874390	477.491058	-105.739410	-259.300812	69.790306	140.772018	-254.916107	73.496559	-125.466972	-99.839378	59.848198	19.667065	-200.408279	891.762695	20.642874	-189.246796	1038.734619	195.915726	-99.619713	61.769405	2.522404	-148.998978	1387.539795	4.546527	-153.381226	1196.796509
657	6.5600	-54.002979	-199.189438	892.205933	93.376869	-201.293823	891.189453	-96.873863	-245.198074	487.287048	127.195122	-245.761383	477.459015	-105.713539	-259.329163	69.793633	140.757858	-254.904602	73.490036	-125.414070	-99.862640	59.879814	19.686949	-200.241623	891.697815	20.659224	-189.214996	1038.679932	195.896027	-99.608498	61.733437	2.663752	-148.753189	1387.173462	4.660657	-153.438919	1196.279907
658	6.5700	-53.996071	-198.959610	892.141113	93.382416	-201.161087	891.133423	-96.836052	-245.062180	487.270844	127.164574	-245.655548	477.429443	-105.693222	-259.358917	69.793533	140.735596	-254.900101	73.481323	-125.366631	-99.886734	59.916794	19.693176	-200.060349	891.637390	20.662535	-189.129288	1038.626709	195.871689	-99.604080	61.713936	2.772165	-148.456558	1386.836060	4.748772	-153.443909	1195.764526
659	6.5800	-54.002911	-198.726624	892.083801	93.374519	-201.000412	891.082153	-96.809624	-244.928909	487.253662	127.119019	-245.550735	477.403748	-105.677971	-259.388519	69.790138	140.706436	-254.900482	73.470886	-125.325027	-99.910370	59.957066	19.685806	-199.863541	891.583008	20.653736	-188.989426	1038.576538	195.843826	-99.604492	61.708694	2.849906	-148.113815	1386.539307	4.813733	-153.393951	1195.270996
660	6.5900	-54.022842	-198.489822	892.034973	93.353897	-200.809158	891.036072	-96.793716	-244.790192	487.235901	127.059372	-245.439789	477.382477	-105.667297	-259.416504	69.783730	140.671692	-254.903442	73.459213	-125.289482	-99.932373	59.998814	19.665529	-199.649490	891.535645	20.633657	-188.796310	1038.530640	195.813675	-99.607712	61.715206	2.900068	-147.729019	1386.290405	4.859580	-153.287521	1194.814575
661	6.6000	-54.054691	-198.247711	891.994568	93.321762	-200.584579	890.995056	-96.787239	-244.638901	487.217651	126.986992	-245.315613	477.365662	-105.660797	-259.441559	69.774651	140.632553	-254.906921	73.446724	-125.260162	-99.951508	60.040451	19.633539	-199.416168	891.494995	20.603834	-188.551285	1038.489258	195.782150	-99.611771	61.731007	2.926361	-147.305420	1386.090942	4.890371	-153.123825	1194.403564
662	6.6100	-54.096889	-197.997879	891.962158	93.279709	-200.323792	890.958313	-96.788956	-244.469147	487.198975	126.903740	-245.171799	477.352905	-105.658012	-259.462494	69.763313	140.590118	-254.909210	73.433701	-125.236763	-99.966797	60.080635	19.591415	-199.160873	891.460388	20.565844	-188.256302	1038.451660	195.750351	-99.615135	61.753807	2.932859	-146.845612	1385.938477	4.910215	-152.903183	1194.040771
