Field	Time	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	LTOO_X	LTOO_Y	LTOO_Z	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	RTOO_X	RTOO_Y	RTOO_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
285	2.8400	-54.969078	-220.391769	925.215637	92.396812	-223.451981	924.757874	-105.576004	-275.370117	521.965576	127.324074	-281.366486	513.881836	-124.689919	-293.468842	105.525551	144.209259	-303.548553	111.839020	-144.467529	-143.002533	51.816116	18.713867	-221.921906	924.986755	19.390358	-201.604172	1070.976563	203.114395	-160.233658	54.512276	8.293287	-165.141144	1425.993896	6.857491	-164.716690	1233.675171
286	2.8500	-54.908791	-221.610962	930.319519	92.452370	-224.907730	930.002075	-105.641548	-274.805542	526.099243	128.218811	-280.167664	518.363098	-125.364143	-291.214417	108.948563	145.838715	-301.530487	115.554459	-144.560684	-141.784866	52.218861	18.771790	-223.259338	930.160950	19.365871	-201.851440	1075.995239	203.235565	-159.284668	54.178234	8.204195	-165.073410	1431.344971	6.817558	-164.786209	1239.532593
287	2.8600	-54.833134	-222.868271	935.083679	92.522293	-226.421509	934.896973	-105.663918	-274.186493	529.848328	129.085068	-279.041687	522.459351	-125.952454	-288.958496	111.966896	147.387970	-299.556091	118.840431	-144.613663	-140.407257	52.803902	18.844580	-224.644913	934.990479	19.372854	-202.140457	1080.659790	203.318756	-158.249847	54.036087	8.060638	-165.089188	1436.237061	6.771405	-165.002274	1244.947754
288	2.8700	-54.738201	-224.100922	939.324707	92.610466	-227.928055	939.256836	-105.639191	-273.502777	533.075623	129.904343	-277.983582	526.017334	-126.437233	-286.734924	114.475319	148.813583	-297.653229	121.580109	-144.622665	-138.849426	53.523533	18.936134	-226.014526	939.290894	19.415462	-202.475937	1084.796875	203.378616	-157.084961	54.063129	7.862409	-165.186539	1440.484985	6.720829	-165.351379	1249.715820
289	2.8800	-54.620392	-225.245834	942.868530	92.720528	-229.360687	942.905457	-105.563835	-272.745331	535.658325	130.658783	-276.984070	528.896912	-126.802368	-284.577545	116.383148	150.074432	-295.847076	123.671379	-144.585434	-137.104263	54.323883	19.050074	-227.303284	942.887146	19.497101	-202.864136	1088.244629	203.427734	-155.753372	54.227161	7.611614	-165.362564	1443.920044	6.668719	-165.816422	1253.648193
290	2.8900	-54.476768	-226.243423	945.561218	92.855522	-230.655045	945.685791	-105.434753	-271.907135	537.494080	131.332077	-276.030029	530.978882	-127.033951	-282.519043	117.618797	151.133270	-294.159821	125.032219	-144.501556	-135.179916	55.152542	19.189383	-228.449234	945.623657	19.620251	-203.311737	1090.862183	203.475891	-154.230667	54.495667	7.312567	-165.613785	1446.398438	6.619163	-166.376923	1256.583252
291	2.9000	-54.304955	-227.040924	947.277893	93.017990	-231.752182	947.470093	-105.249542	-270.983795	538.506897	131.909943	-275.104675	532.171082	-127.120720	-280.590210	118.133514	151.958664	-292.609924	125.605003	-144.372681	-133.099823	55.965042	19.356520	-229.396545	947.374023	19.785942	-203.825348	1092.536743	203.529221	-152.507492	54.844105	6.971525	-165.936523	1447.812012	6.576924	-167.011261	1258.397827
292	2.9100	-54.103630	-227.595840	947.931763	93.209511	-232.602112	948.168274	-105.006836	-269.974457	538.651855	132.381012	-274.189087	532.414795	-127.054680	-278.819214	117.904091	152.526443	-291.211945	125.360023	-144.202637	-130.901688	56.729553	19.552940	-230.099014	948.050110	19.993969	-204.409576	1093.191895	203.590408	-150.591476	55.262348	6.596245	-166.327194	1448.092163	6.547164	-167.696320	1259.011353
293	2.9200	-53.872623	-227.878296	947.480469	93.430664	-233.165970	947.735291	-104.706726	-268.882385	537.917603	132.737320	-273.263245	531.688293	-126.831726	-277.230408	116.934288	152.821136	-289.976196	124.297386	-143.996735	-128.635620	57.428715	19.779018	-230.522171	947.607849	20.242599	-205.065979	1092.790527	203.658493	-148.508499	55.757076	6.195467	-166.782425	1447.218872	6.534795	-168.409943	1258.395508
294	2.9300	-53.613518	-227.873444	945.931030	93.680313	-233.418488	946.175476	-104.351151	-267.715485	536.327820	132.974762	-272.308167	530.009033	-126.452255	-275.843689	115.254997	152.836838	-288.908936	122.447754	-143.761673	-126.361458	58.058659	20.033400	-230.645966	946.053345	20.528917	-205.791443	1091.340210	203.729111	-146.303116	56.350224	5.778297	-167.299347	1445.220215	6.544817	-169.130936	1256.573486
295	2.9400	-53.329605	-227.582657	943.341064	93.955772	-233.349701	943.544739	-103.944191	-266.486664	533.940857	133.093292	-271.307678	527.434143	-125.921249	-274.673798	112.923012	152.577606	-288.012024	119.871269	-143.504868	-124.145981	58.626099	20.313082	-230.466217	943.443054	20.848272	-206.577682	1088.891846	203.794006	-144.037842	57.072872	5.353582	-167.875534	1442.175049	6.580720	-169.840515	1253.622559
296	2.9500	-53.026443	-227.024857	939.817505	94.252083	-232.966263	939.948975	-103.492233	-265.214050	530.846863	133.096970	-270.250824	524.057800	-125.248703	-273.729431	110.018517	152.057251	-287.283569	116.655167	-143.233582	-122.058174	59.142860	20.612820	-229.995560	939.883362	21.194817	-207.409790	1085.539917	203.841125	-141.790863	57.955730	4.929305	-168.508865	1438.208130	6.644650	-170.521362	1249.668457
297	2.9600	-52.711853	-226.236130	935.511169	94.562073	-232.291748	935.539246	-103.003891	-263.920563	527.163940	132.993591	-269.134003	520.007324	-124.449089	-273.012939	106.641335	151.298630	-286.718109	112.909843	-142.954483	-120.164742	59.620621	20.925112	-229.263962	935.525269	21.561623	-208.266708	1081.419067	203.854752	-139.650787	59.017555	4.512027	-169.197357	1433.486938	6.736651	-171.160034	1244.881470
298	2.9700	-52.395760	-225.269363	930.608704	94.876411	-231.366791	930.503601	-102.489655	-262.633636	523.031921	132.794189	-267.962402	515.436707	-123.540970	-272.520233	102.906288	150.332504	-286.307220	108.763702	-142.673248	-118.524704	60.065964	21.240328	-228.318100	930.556152	21.940262	-209.121796	1076.697510	203.816986	-137.708481	60.254433	4.106465	-169.938370	1428.212524	6.854978	-171.745148	1239.467651
299	2.9800	-52.090065	-224.191437	925.321228	95.183632	-230.246964	925.055664	-101.961288	-261.383667	518.605103	132.512299	-266.750763	510.518982	-122.546196	-272.240967	98.937622	149.195892	-286.040039	104.356979	-142.394470	-117.183525	60.477165	21.546789	-227.219223	925.188599	22.321901	-209.944855	1071.569092	203.709793	-136.046051	61.632763	3.715168	-170.728516	1422.609009	6.994781	-172.268173	1233.657715
300	2.9900	-51.807682	-223.079636	919.871826	95.471069	-228.999832	919.422363	-101.431145	-260.202332	514.044312	132.163162	-265.523376	505.436554	-121.488976	-272.158569	94.863152	147.930344	-285.903778	99.835007	-142.121841	-116.168480	60.843483	21.831696	-226.039734	919.647217	22.696375	-210.703720	1066.243042	203.518661	-134.725174	63.088818	3.338373	-171.562531	1416.911987	7.149076	-172.723282	1227.696533
301	3.0000	-51.561619	-222.015945	914.481384	95.725677	-227.699997	913.829468	-100.911407	-259.120514	509.507904	131.762955	-264.312195	500.371643	-120.394829	-272.251526	90.808182	146.580017	-285.884094	95.341072	-141.858658	-115.485710	61.147453	22.082033	-224.858002	914.155396	23.053288	-211.367859	1060.931885	203.235352	-133.777206	64.535561	2.974014	-172.432877	1411.354004	7.308507	-173.106491	1221.827515
302	3.0100	-51.363823	-221.081009	909.356079	95.935143	-226.423599	908.488525	-100.413483	-258.165863	505.144104	131.328064	-263.155487	495.496338	-119.289581	-272.493744	86.889709	145.189789	-285.965881	91.009628	-141.608246	-115.119942	61.368748	22.285662	-223.752335	908.922424	23.381437	-211.910156	1055.840210	202.860565	-133.199066	65.875931	2.617909	-173.328812	1406.153564	7.461524	-173.416245	1216.283081
303	3.0200	-51.223995	-220.346924	904.675354	96.089050	-225.241776	903.585205	-99.947533	-257.360779	501.082550	130.874619	-262.093872	490.963135	-118.198425	-272.856232	83.211296	143.803482	-286.133240	86.959953	-141.374115	-115.036774	61.488865	22.432526	-222.794388	904.130310	23.669878	-212.309937	1051.150146	202.403885	-132.954773	67.018112	2.264123	-174.236298	1401.498169	7.595309	-173.651657	1211.265747
304	3.0300	-51.148602	-219.871094	900.583130	96.179901	-224.214828	899.269653	-99.522369	-256.720581	497.428467	130.417892	-261.167755	486.897675	-117.145042	-273.307892	79.858772	142.462036	-286.369965	83.290894	-141.159988	-115.187561	61.495384	22.515656	-222.042984	899.926514	23.907751	-212.554535	1047.012573	201.882446	-132.983780	67.889305	1.905481	-175.137405	1397.538330	7.695928	-173.813599	1206.941528
305	3.0400	-51.140213	-219.690704	897.181274	96.203857	-223.387039	895.649902	-99.145317	-256.252960	494.258331	129.971756	-260.414185	483.392670	-116.150757	-273.817535	76.897278	141.201935	-286.659912	80.077057	-140.969482	-115.516068	61.384853	22.531826	-221.538864	896.415710	24.085104	-212.640381	1043.537109	201.317612	-133.212540	68.444328	1.534207	-176.010666	1394.374756	7.749881	-173.903870	1203.425781
306	3.0500	-51.197456	-219.819641	894.526123	96.160866	-222.783463	892.788086	-98.822456	-255.957458	491.617493	129.548050	-259.863678	480.505005	-115.234161	-274.354889	74.369514	140.053833	-286.987152	77.366501	-140.805664	-115.964043	61.163315	22.481709	-221.301575	893.657288	24.193546	-212.573776	1040.786987	200.731262	-133.566422	68.668327	1.142666	-176.831848	1392.055786	7.744487	-173.924759	1200.777832
307	3.0600	-51.315582	-220.246964	892.628235	96.054329	-222.408508	890.700012	-98.558571	-255.826294	489.520325	129.155685	-259.538086	478.254944	-114.410484	-274.891907	72.295563	139.041504	-287.335968	75.180229	-140.670242	-116.476990	60.845516	22.369373	-221.327774	891.664124	24.226759	-212.370514	1038.778442	200.143448	-133.979401	68.574226	0.724133	-177.574539	1390.576172	7.669180	-173.879623	1198.999146
308	3.0700	-51.487259	-220.938599	891.454285	95.890381	-222.246826	889.356384	-98.357277	-255.845581	487.952484	128.799927	-259.449127	476.628540	-113.691292	-275.404175	70.673920	138.181030	-287.691284	73.513344	-140.563583	-117.007927	60.452915	22.201565	-221.592728	890.405334	24.180937	-212.055222	1037.481567	199.570221	-134.399323	68.197021	0.273551	-178.212143	1389.879761	7.516676	-173.772598	1198.034668
309	3.0800	-51.703949	-221.840469	890.932129	95.676735	-222.266144	888.688354	-98.220985	-255.996796	486.875061	128.481812	-259.597534	475.581573	-113.084412	-275.871460	69.483780	137.480560	-288.038696	72.337791	-140.484268	-117.519081	60.010887	21.986393	-222.053299	889.810242	24.055765	-211.660400	1036.827271	199.024002	-134.790054	67.586823	-0.211788	-178.719284	1389.865723	7.282852	-173.608505	1197.779785
310	3.0900	-51.956951	-222.884598	890.958069	95.421745	-222.422211	888.594299	-98.150841	-256.259155	486.229980	128.197876	-259.973785	475.045807	-112.593697	-276.278442	68.688339	136.940414	-288.364990	71.606369	-140.429489	-117.982666	59.546253	21.732397	-222.653397	889.776306	23.854351	-211.224304	1036.715576	198.513687	-135.129944	66.802383	-0.731717	-179.074066	1390.400146	6.967953	-173.393600	1198.093140
311	3.1000	-52.238541	-223.996033	891.406433	95.133339	-222.664841	888.949341	-98.146721	-256.611450	485.946106	127.940773	-260.558899	474.935608	-112.219170	-276.615204	68.238594	136.553848	-288.658356	71.257538	-140.395142	-118.380280	59.085003	21.447401	-223.330475	890.177979	23.583492	-210.787918	1037.026245	198.046143	-135.408966	65.904892	-1.282849	-179.259949	1391.326294	6.576098	-173.135361	1198.809326
312	3.1100	-52.542305	-225.100311	892.140381	94.818687	-222.944077	889.616699	-98.207130	-257.034241	485.945618	127.700287	-261.326660	475.155792	-111.957100	-276.877197	68.077599	136.308014	-288.909088	71.220764	-140.376587	-118.701904	58.650551	21.138195	-224.022232	890.878540	23.253029	-210.391586	1037.630127	197.627426	-135.625092	64.953644	-1.858475	-179.267639	1392.479004	6.115664	-172.843964	1199.754883
313	3.1200	-52.863319	-226.130661	893.024109	94.483910	-223.216202	890.459045	-98.329178	-257.511139	486.149628	127.465042	-262.245819	475.608490	-111.800346	-277.065094	68.144600	136.185410	-289.110168	71.421814	-140.368942	-118.944435	58.262482	20.810301	-224.673431	891.741699	22.875507	-210.071365	1038.400513	197.262787	-135.781052	64.002251	-2.448708	-179.096359	1393.697510	5.598249	-172.531158	1200.763428
314	3.1300	-53.197544	-227.033844	893.932922	94.134575	-223.448486	891.349609	-98.508698	-258.029785	486.483490	127.224434	-263.282654	476.199890	-111.738586	-277.184326	68.378906	136.165497	-289.257599	71.787666	-140.367676	-119.110657	57.936020	20.468515	-225.241165	892.641418	22.465214	-209.856323	1039.221069	196.957367	-135.881760	63.096584	-3.040868	-178.754593	1394.837402	5.038219	-172.210800	1201.687988
315	3.1400	-53.541294	-227.773849	894.763306	93.775970	-223.621765	892.181885	-98.740120	-258.581757	486.880524	126.970261	-264.402649	476.845520	-111.759094	-277.244110	68.723183	136.226471	-289.350525	72.250526	-140.368790	-119.207642	57.681656	20.117340	-225.697845	893.472595	22.036768	-209.764832	1039.994751	196.715088	-135.933121	62.273201	-3.620090	-178.260483	1395.780029	4.452621	-171.899506	1202.410889
316	3.1500	-53.890553	-228.333633	895.438354	93.413666	-223.731522	892.875610	-99.016434	-259.161896	487.285004	126.698059	-265.572906	477.474518	-111.847214	-277.256653	69.126022	136.346664	-289.391418	72.751213	-140.369263	-119.245865	57.505322	19.761559	-226.032578	894.157104	21.604088	-209.803970	1040.647827	196.538345	-135.941025	61.559216	-4.170093	-177.640808	1396.440796	3.858962	-171.614716	1202.850708
317	3.1600	-54.240528	-228.714645	895.910889	93.053711	-223.786850	893.380127	-99.329247	-259.767242	487.653778	126.407417	-266.763000	478.032318	-111.987160	-277.235687	69.543877	136.505646	-289.385773	73.241089	-140.366867	-119.237938	57.408524	19.406597	-226.250748	894.645630	21.179752	-209.969894	1041.131348	196.427185	-135.911911	60.972622	-4.674072	-176.929825	1396.769409	3.275427	-171.374130	1202.962524
318	3.1700	-54.585751	-228.934509	896.162781	92.702415	-223.808075	893.673584	-99.668762	-260.395569	487.956818	126.101807	-267.946503	478.481689	-112.162895	-277.195343	69.941917	136.685318	-289.341125	73.683174	-140.360321	-119.197594	57.388832	19.058338	-226.371323	894.918335	20.774033	-210.248672	1041.422241	196.379028	-135.852402	60.522884	-5.115625	-176.167252	1396.752563	2.719969	-171.195068	1202.738647
319	3.1800	-54.920059	-229.023422	896.201538	92.366333	-223.823257	893.760254	-100.024086	-261.044220	488.176636	125.787529	-269.101074	478.802460	-112.358833	-277.149017	70.294479	136.870285	-289.266754	74.052162	-140.349167	-119.138634	57.440334	18.723135	-226.423370	894.981018	20.394928	-210.619354	1041.520142	196.388687	-135.769760	60.212124	-5.479661	-175.395645	1396.410767	2.208843	-171.093414	1202.205566
320	3.1900	-55.237209	-229.019318	896.054260	92.051598	-223.863876	893.664490	-100.383621	-261.708832	488.307190	125.472549	-270.208649	478.990051	-112.560623	-277.108521	70.584702	137.048157	-289.172607	74.333755	-140.333435	-119.074226	57.554245	18.407198	-226.441620	894.859497	20.048008	-211.056854	1041.443604	196.448639	-135.671890	60.036095	-5.753210	-174.658005	1395.791016	1.756377	-171.081314	1201.416382
321	3.2000	-55.531460	-228.963028	895.761719	91.763466	-223.960617	893.424500	-100.735657	-262.382660	488.351776	125.165123	-271.254974	479.052582	-112.755814	-277.083221	70.803719	137.209671	-289.068237	74.523216	-140.313675	-119.015739	57.719498	18.116007	-226.461823	894.593262	19.736692	-211.535339	1041.224976	196.549728	-135.566666	59.985050	-5.926112	-173.994720	1394.961060	1.374595	-171.167969	1200.444092
322	3.2100	-55.798058	-228.893433	895.371155	91.505905	-224.139404	893.085876	-101.069138	-263.056244	488.320801	124.872833	-272.229004	479.007690	-112.934288	-277.079529	70.949547	137.348495	-288.962067	74.623665	-140.290451	-118.972214	57.923496	17.853928	-226.516418	894.228638	19.462875	-212.031052	1040.904663	196.681885	-135.461823	60.044865	-5.991493	-173.441437	1393.998657	1.072422	-171.357635	1199.371582
323	3.2200	-56.033569	-228.843445	894.930481	91.281410	-224.418320	892.695374	-101.374344	-263.717743	488.229218	124.601898	-273.122345	478.878845	-113.088737	-277.100983	71.025665	137.461090	-288.860962	74.644157	-140.264343	-118.949982	58.152931	17.623924	-226.630890	893.812927	19.227160	-212.524094	1040.526001	196.835205	-135.363876	60.197857	-5.946065	-173.026901	1392.986450	0.855399	-171.650055	1198.285889
324	3.2300	-56.236015	-228.837173	894.483337	91.090981	-224.805588	892.295898	-101.643494	-264.353699	488.094299	124.356865	-273.928558	478.692017	-113.214493	-277.148193	71.039642	137.546371	-288.769592	74.597687	-140.235626	-118.952332	58.394600	17.427485	-226.821426	893.389771	19.029005	-213.000229	1040.130005	197.000153	-135.277969	60.424000	-5.790176	-172.771500	1392.000854	0.726426	-172.040985	1197.265991
325	3.2400	-56.404827	-228.888336	894.065613	90.934273	-225.299103	891.923157	-101.871078	-264.949890	487.933289	124.140694	-274.642975	478.472626	-113.309700	-277.219238	71.001694	137.605362	-288.690582	74.499443	-140.204254	-118.979736	58.636127	17.264723	-227.093719	892.994385	18.867382	-213.450867	1039.751343	197.168549	-135.207123	60.701977	-5.527683	-172.686478	1391.109131	0.685314	-172.521866	1196.379883
326	3.2500	-56.540565	-229.000031	893.703430	90.809967	-225.886810	891.603210	-102.054039	-265.492798	487.761993	123.954941	-275.262695	478.243103	-113.374786	-277.310272	70.923393	137.640839	-288.624634	74.365173	-140.169937	-119.030083	58.866802	17.134703	-227.443420	892.653320	18.740856	-213.873337	1039.416870	197.333496	-135.152328	61.010509	-5.165624	-172.773895	1390.360107	0.728817	-173.080505	1195.674561
327	3.2600	-56.644512	-229.166107	893.412048	90.716217	-226.548782	891.351807	-102.191544	-265.970917	487.593811	123.799973	-275.786896	478.021698	-113.412163	-277.416199	70.816628	137.656586	-288.570892	74.209900	-140.132141	-119.099396	59.077923	17.035856	-227.857437	892.382080	18.647493	-214.269119	1039.143921	197.489868	-135.112747	61.329540	-4.713747	-173.027359	1389.786743	0.851207	-173.702927	1195.180054
