Field	Time	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	LTOO_X	LTOO_Y	LTOO_Z	RTOO_X	RTOO_Y	RTOO_Z	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
326	3.2500	-40.890877	-260.905273	1149.001953	-38.433716	-227.279053	1292.492432	-187.860504	-147.618988	220.509476	184.245514	-135.313965	255.056030	-114.573181	-259.773376	1150.100586	32.791428	-262.037170	1147.903320	-149.708923	-263.774536	737.285034	93.874847	-277.619202	738.512573	-155.150787	-270.646301	318.835876	137.020691	-274.244873	329.858368	-35.002453	-128.729187	1625.491211	-44.162384	-163.658508	1432.434448
327	3.2600	-41.580940	-261.454468	1124.479004	-39.011189	-227.939545	1267.993530	-190.559631	-153.673996	197.552658	182.116104	-143.775146	229.020538	-115.264137	-260.493805	1125.676147	32.102261	-262.415131	1123.281860	-151.480194	-263.342468	713.086243	93.435471	-279.522491	714.335571	-156.667038	-277.047424	295.041229	135.542328	-282.208588	305.141724	-36.194035	-129.337311	1601.946167	-45.302963	-163.717422	1408.666138
328	3.2700	-42.190125	-262.545959	1099.220703	-39.571415	-228.981598	1242.722778	-193.370941	-159.413605	174.919662	179.580688	-152.064926	203.425842	-115.874184	-261.743530	1100.479736	31.493937	-263.348358	1097.961548	-153.420776	-262.467072	687.981506	93.112251	-281.688141	688.992981	-158.316360	-283.793671	270.703308	133.553040	-290.573212	279.742859	-37.453968	-129.734055	1577.617920	-46.469666	-163.783783	1384.193115
329	3.2800	-42.720428	-264.238495	1073.434326	-40.122410	-230.448135	1216.883789	-196.253555	-164.754410	153.019913	176.711136	-159.979950	178.789581	-116.405563	-263.587280	1074.717651	30.964710	-264.889679	1072.151001	-155.519058	-261.016205	662.215271	92.985718	-283.812866	662.707642	-160.075867	-290.817139	246.149384	131.118469	-299.215302	254.037170	-38.779110	-129.895203	1552.656128	-47.663681	-163.877182	1359.170410
330	3.2900	-43.177956	-266.576904	1047.357422	-40.672245	-232.374710	1190.710938	-199.155228	-169.634399	132.289597	173.616150	-167.361130	155.576859	-116.864487	-266.077606	1048.628540	30.508575	-267.076202	1046.086304	-157.750061	-258.861877	636.096558	93.124786	-285.478821	635.787476	-161.909393	-298.014648	221.760208	128.353363	-307.950531	228.469040	-40.165096	-129.800446	1527.235229	-48.884899	-164.017014	1333.775024
331	3.3000	-43.573505	-269.589813	1021.254089	-41.228062	-234.785919	1164.465332	-202.015747	-174.013306	113.170830	170.446884	-174.085632	134.182037	-117.261711	-269.252045	1022.481079	30.114691	-269.927612	1020.026917	-160.075516	-255.894089	609.991272	93.565895	-286.197266	608.618896	-163.767380	-305.249176	197.952545	125.403809	-316.527313	203.528030	-41.606380	-129.434143	1501.551880	-50.132179	-164.222076	1308.204956
332	3.3100	-43.921150	-273.287445	995.407898	-41.796535	-237.694550	1138.428589	-204.770035	-177.872086	96.085411	167.388657	-180.044022	114.926117	-117.611076	-273.130066	996.565918	29.768770	-273.444824	994.249878	-162.445663	-252.036575	584.310425	94.298042	-285.473389	581.655212	-165.588623	-312.358215	175.155167	122.418922	-324.638428	179.714676	-43.096260	-128.785812	1475.821899	-51.402222	-164.509918	1282.676025
333	3.3200	-44.237671	-277.659637	970.115784	-42.382660	-241.099335	1112.895996	-207.349533	-181.214279	81.403770	164.632584	-185.124268	98.065521	-117.929024	-277.710632	971.188904	29.453686	-277.608643	969.042664	-164.802582	-247.261108	559.491211	95.259155	-282.881073	555.398682	-167.304199	-319.168854	153.782196	119.523888	-331.957520	157.501007	-44.626984	-127.850410	1450.274780	-52.690159	-164.895401	1257.417969
334	3.3300	-44.541145	-282.675873	945.678345	-42.990025	-244.983826	1088.167603	-209.683899	-184.069595	69.409058	162.333435	-189.219131	83.802490	-118.233185	-282.971283	946.661621	29.150892	-282.380432	944.695129	-167.084946	-241.600632	535.974304	96.343338	-278.131866	530.376831	-168.844269	-325.516388	134.206131	116.807442	-338.194305	137.292267	-46.189842	-126.628578	1425.149292	-53.988720	-165.390533	1232.670654
335	3.3400	-44.849457	-288.285126	922.390869	-43.620377	-249.315475	1064.539185	-211.704849	-186.498016	60.259510	160.570404	-192.255051	72.285316	-118.540855	-288.867218	923.290710	28.841938	-287.703064	921.491028	-169.233566	-235.157959	514.178528	97.415054	-271.128632	507.109833	-170.145935	-331.263885	116.734497	114.327629	-343.150604	119.396996	-47.775368	-125.126541	1400.686890	-55.288910	-166.002899	1208.677979
336	3.3500	-45.179104	-294.417297	900.533447	-44.273716	-254.045914	1042.292480	-213.354218	-188.586685	53.952297	159.328003	-194.229950	63.594887	-118.867889	-295.331970	901.367981	28.509682	-293.502625	899.698914	-171.196930	-228.108826	494.474243	98.325500	-261.998688	486.074127	-171.161163	-336.316010	101.591766	112.125038	-346.761139	104.011360	-49.373489	-123.355988	1377.125366	-56.579937	-166.735291	1185.682373
337	3.3600	-45.543972	-300.985291	880.361511	-44.948196	-259.111359	1021.685608	-214.595764	-190.435608	50.301456	158.505875	-195.244659	57.715862	-119.227478	-302.279358	881.159302	28.139536	-299.691193	879.563721	-172.936340	-220.698486	477.159729	98.929405	-251.105606	467.662384	-171.862137	-340.625854	88.907921	110.228615	-349.108643	91.220375	-50.973751	-121.333672	1354.693481	-57.849205	-167.585052	1163.918701
338	3.3700	-45.954334	-307.887695	862.097595	-45.640381	-264.434204	1002.944946	-215.427078	-192.131241	48.942699	157.956436	-195.511414	54.493500	-119.629181	-309.605377	862.895813	27.720507	-306.169983	861.299316	-174.428986	-213.230606	462.441040	99.100082	-239.035156	452.146301	-172.243759	-344.192596	78.713005	108.648476	-350.407562	81.012978	-52.565544	-119.080971	1333.603516	-59.083202	-168.543381	1143.605347
339	3.3800	-46.416340	-315.012543	845.923523	-46.345676	-269.925323	986.256775	-215.884811	-193.719925	49.375278	157.538757	-195.323502	53.592186	-120.078484	-317.192169	846.765320	27.245800	-312.832886	845.081665	-175.669525	-206.048523	450.418823	98.741409	-226.550400	439.644104	-172.323914	-347.053680	70.937660	107.364090	-350.955994	73.300194	-54.138351	-116.623276	1314.046631	-60.268242	-169.594879	1124.938965
340	3.3900	-46.931911	-322.240936	831.975342	-47.058414	-275.486938	971.762085	-216.039566	-195.196396	51.034679	157.164124	-194.983871	54.493008	-120.576805	-324.911469	832.906738	26.712986	-319.570435	831.043884	-176.668701	-199.510422	441.083893	97.795174	-214.512955	430.103943	-172.141617	-349.273560	65.419746	106.323395	-351.067810	67.924141	-55.681995	-113.989372	1296.187012	-61.390808	-170.718521	1108.086548
341	3.4000	-47.498795	-329.451172	820.339417	-47.772552	-281.016022	959.552307	-215.980118	-196.515945	53.373322	156.806168	-194.727722	56.563156	-121.121704	-332.629333	821.405701	26.124117	-326.273041	819.273132	-177.450073	-193.960175	434.321869	96.245598	-203.776993	423.311523	-171.753738	-350.933441	61.917244	105.459030	-351.013794	64.657097	-57.186893	-111.210663	1280.159424	-62.438313	-171.888138	1093.181885
342	3.4100	-48.111004	-336.522827	811.050842	-48.481640	-286.408142	949.667786	-215.794067	-197.623764	55.924004	156.472672	-194.683578	59.175945	-121.707390	-340.210602	812.293030	25.485378	-332.835083	809.808594	-178.045013	-189.698059	429.927765	94.124100	-195.077911	418.928162	-171.229813	-352.123230	60.127884	104.712006	-350.990967	63.201881	-58.644337	-108.320465	1266.064575	-63.399841	-173.073486	1080.318848
343	3.4200	-48.759609	-343.340393	804.093872	-49.179451	-291.561646	942.097778	-215.552063	-198.484772	58.332798	156.165390	-194.887894	61.820023	-122.325661	-347.523468	805.545776	24.806444	-339.157318	802.641907	-178.487427	-186.954956	427.627502	91.514923	-188.943176	416.551819	-170.645065	-352.936005	59.713833	104.047379	-351.122223	63.206085	-60.046692	-105.353210	1253.968262	-64.267097	-174.241714	1069.551147
344	3.4300	-49.433395	-349.796783	799.404236	-49.859932	-296.381042	936.782776	-215.300217	-199.100037	60.364204	155.860306	-195.324814	64.151016	-122.966629	-354.443665	801.089478	24.099840	-345.149902	797.718994	-178.808838	-185.873657	427.104919	88.556671	-185.645584	415.782257	-170.072815	-353.463959	60.329243	103.456078	-351.469452	64.291161	-61.387650	-102.343765	1243.901123	-65.034500	-175.359528	1060.890869
345	3.4400	-50.119888	-355.796295	796.873108	-50.517529	-300.780670	933.618835	-215.060349	-199.505981	61.889511	155.515839	-195.959732	65.986671	-123.619682	-360.858368	798.803162	23.379911	-350.734192	794.943054	-179.035202	-186.499634	428.029297	85.434082	-185.202362	416.270416	-169.577362	-353.794586	61.646633	102.946228	-352.048828	66.088425	-62.662342	-99.326660	1235.858032	-65.699448	-176.394226	1054.309082
346	3.4500	-50.806122	-361.256897	796.352539	-51.147079	-304.687531	932.463074	-214.835388	-199.760727	62.868141	155.094360	-196.754440	67.271835	-124.274139	-366.669525	798.525757	22.661903	-355.844269	794.179321	-179.184784	-188.780701	430.080231	82.357254	-187.409851	417.742798	-169.208969	-354.006317	63.378529	102.532036	-352.842804	68.271790	-63.867508	-96.335487	1229.800293	-66.262489	-177.315918	1049.739258
347	3.4600	-51.479507	-366.112061	797.661682	-51.743702	-308.043518	933.139526	-214.616333	-199.926956	63.327068	154.580048	-197.668259	68.036293	-124.919914	-371.796265	800.062988	21.960905	-360.427887	795.260376	-179.267807	-192.575409	432.967651	79.533325	-191.900192	420.000793	-169.001175	-354.164185	65.292076	102.225380	-353.808868	70.580307	-65.001465	-93.402359	1225.658203	-66.727722	-178.098175	1047.081177
348	3.4700	-52.128334	-370.311676	800.593933	-52.303261	-310.806824	935.447266	-214.389008	-200.055847	63.340523	153.985916	-198.654770	68.357971	-125.547707	-376.176636	803.195374	21.291046	-364.446716	797.992554	-179.287018	-197.667664	436.444336	77.138527	-198.206802	422.904114	-168.970596	-354.314972	67.215248	102.031876	-354.885895	72.828354	-66.064102	-90.557304	1223.333374	-67.101646	-178.719498	1046.204590
349	3.4800	-52.742428	-373.822540	804.924316	-52.821697	-312.952393	939.166992	-214.139526	-200.176804	63.010418	153.350449	-199.659592	68.335121	-126.149399	-379.768738	807.686401	20.664549	-367.876343	802.162231	-179.238815	-203.785507	440.311127	75.298782	-205.827026	426.348419	-169.118546	-354.483459	69.035568	101.950478	-355.999786	74.904495	-67.056702	-87.827950	1222.703491	-67.393379	-179.163483	1046.956177
350	3.4900	-53.313400	-376.628113	810.416809	-53.295387	-314.472046	944.068970	-213.857758	-200.293198	62.448547	152.728302	-200.621399	68.067528	-126.718002	-382.550629	813.290710	20.091198	-370.705597	807.542908	-179.114975	-210.623276	444.415771	74.080963	-214.272491	430.246643	-169.433685	-354.670197	70.693130	101.975014	-357.069092	76.761742	-67.981773	-85.239159	1223.625244	-67.613953	-179.419037	1049.163818
351	3.5000	-53.834553	-378.727753	816.831482	-53.721226	-315.373535	949.919800	-213.539505	-200.384811	61.761356	152.179794	-201.475021	67.644562	-127.247330	-384.519897	819.761414	19.578230	-372.935577	813.901611	-178.904755	-217.865112	448.645660	73.493973	-223.103333	434.517456	-169.894760	-354.853333	72.170273	102.096611	-358.010345	78.402580	-68.842697	-82.812782	1225.939575	-67.775230	-179.481049	1052.642700
352	3.5100	-54.301071	-380.135406	823.931091	-54.096500	-315.679321	956.489197	-213.186646	-200.414505	61.039017	151.761322	-202.156799	67.138962	-127.732170	-385.692505	826.857178	19.130032	-374.578339	821.005066	-178.597397	-225.208450	452.918427	73.495949	-231.945938	439.080383	-170.473450	-354.993103	73.479691	102.305717	-358.744293	79.861931	-69.643448	-80.567505	1229.475952	-67.890060	-179.349091	1057.201294
353	3.5200	-54.709736	-380.878204	831.486816	-54.418930	-315.424774	963.555115	-212.805969	-200.338272	60.349144	151.518585	-202.609756	66.603828	-128.167923	-386.101013	834.348022	18.748461	-375.655426	828.625671	-178.185196	-232.385605	457.171844	74.005325	-240.499481	443.855316	-171.137009	-355.040680	74.652725	102.594017	-359.201569	81.190346	-70.388199	-78.518784	1234.056152	-67.970871	-179.027985	1062.645020
354	3.5300	-55.058601	-380.994415	839.283630	-54.686935	-314.656067	970.909485	-212.407272	-200.115768	59.735596	151.482086	-202.789734	66.072662	-128.550491	-385.792450	842.020691	18.433283	-376.196350	836.546570	-177.666183	-239.181244	461.354889	74.914177	-248.535995	448.762390	-171.850601	-354.948303	75.728371	102.955292	-359.329315	82.439819	-71.080994	-76.678810	1239.499756	-68.029167	-178.526779	1068.782715
355	3.5400	-55.346710	-380.531494	847.123962	-54.899437	-313.428009	978.361145	-212.001129	-199.719742	59.221165	151.665070	-202.671371	65.561485	-128.876160	-384.826324	849.682251	18.182737	-376.236664	844.565674	-177.046387	-245.443665	465.421570	76.102272	-255.897964	453.722290	-172.579834	-354.679901	76.743759	103.385414	-359.097504	83.653069	-71.725433	-75.056625	1245.626709	-68.075592	-177.858795	1075.428955
356	3.5500	-55.573872	-379.544220	854.831482	-55.056252	-311.801788	985.739746	-211.597397	-199.141876	58.812325	152.062744	-202.253525	65.073204	-129.141800	-383.271790	857.163330	17.994045	-375.816650	852.499634	-176.340591	-251.089127	469.327423	77.450653	-262.496521	458.655121	-173.292358	-354.218323	77.726578	103.880760	-358.504852	84.856789	-72.324440	-73.658119	1252.262207	-68.118767	-177.040985	1082.409180
357	3.5600	-55.740349	-378.092590	862.252991	-55.157623	-309.842743	992.897217	-211.204819	-198.394943	58.504833	152.653076	-201.563049	64.603485	-129.344757	-381.205475	864.319702	17.864061	-374.979706	860.186279	-175.571762	-256.099304	473.028046	78.852081	-268.308838	463.479004	-173.959137	-353.569183	78.690178	104.435257	-357.582611	86.058449	-72.880058	-72.486313	1259.239502	-68.165115	-176.093185	1089.561279
358	3.5700	-55.846691	-376.240051	869.259827	-55.204674	-307.618286	999.708740	-210.831177	-197.511337	58.288723	153.399384	-200.654312	64.147240	-129.483170	-378.708923	871.033386	17.789776	-373.771179	867.486328	-174.769043	-260.512909	476.479095	80.217041	-273.374054	468.109314	-174.554916	-352.760345	79.631371	105.036171	-356.393921	87.245865	-73.393433	-71.541489	1266.402344	-68.219574	-175.037842	1096.739136
359	3.5800	-55.893661	-374.051849	875.749023	-55.199345	-305.195679	1006.074158	-210.484299	-196.538239	58.152191	154.254730	-199.604675	63.704090	-129.555969	-375.866364	877.212585	17.768648	-372.237335	874.285400	-173.965073	-264.412933	479.637634	81.474823	-277.785126	472.458618	-175.058426	-351.837708	80.531219	105.660110	-355.028534	88.389328	-73.864807	-70.821388	1273.608154	-68.284256	-173.899536	1103.813354
360	3.5900	-55.882408	-371.593414	881.642334	-55.143986	-302.640991	1011.916260	-210.172745	-195.531784	58.084171	155.167847	-198.504349	63.281239	-129.563370	-372.762360	882.791199	17.798550	-370.424438	880.493469	-173.192780	-267.912079	482.463898	82.570770	-281.674805	476.439148	-175.452530	-350.859070	81.358078	106.271469	-353.591278	89.445290	-74.293640	-70.321533	1280.729126	-68.359863	-172.704590	1110.672974
361	3.6000	-55.814270	-368.929108	886.886292	-55.041691	-300.016693	1017.181213	-209.906128	-194.549850	58.075329	156.089172	-197.444794	62.893322	-129.506607	-369.479950	887.727112	17.878061	-368.378265	886.045471	-172.482712	-271.137146	484.923737	83.462708	-285.197418	479.966766	-175.724808	-349.886627	82.072403	106.824074	-352.189087	90.361870	-74.678810	-70.035446	1287.654175	-68.445053	-171.480286	1117.225830
362	3.6100	-55.691231	-366.121094	891.450134	-54.895802	-297.381470	1021.836182	-209.694687	-193.646439	58.118263	156.975677	-196.507294	62.559471	-129.388367	-366.098816	892.000427	18.005898	-366.143341	890.899841	-171.860336	-274.214752	486.991180	84.118492	-288.508362	482.967285	-175.868317	-348.980194	82.632317	107.266457	-350.917969	91.085106	-75.018845	-69.954979	1294.289429	-68.537323	-170.254288	1123.398438
363	3.6200	-55.515743	-363.228271	895.324707	-54.710178	-294.788208	1025.868164	-209.548309	-192.866653	58.206638	157.793091	-195.754959	62.299011	-129.212433	-362.693665	895.611511	18.180946	-363.762878	895.037903	-171.344467	-277.259125	488.650696	84.515358	-291.745026	485.383301	-175.882660	-348.191071	82.999313	107.549278	-349.853607	91.565689	-75.312202	-70.070549	1300.558472	-68.632858	-169.054840	1129.135620
364	3.6300	-55.291061	-360.305695	898.519897	-54.488655	-292.284058	1029.281860	-209.475098	-192.243759	58.334438	158.516113	-195.229156	62.127388	-128.983810	-359.333191	898.578369	18.401686	-361.278198	898.461548	-170.946030	-280.363068	489.899719	84.641144	-295.012482	487.180542	-175.774506	-347.558044	83.143188	107.632507	-349.046692	91.764992	-75.557549	-70.371513	1306.402344	-68.727509	-167.909210	1134.398926
365	3.6400	-55.021160	-357.403595	901.062439	-54.235092	-289.909576	1032.097656	-209.480133	-191.797455	58.495010	159.127792	-194.948669	62.052872	-128.708313	-356.078613	900.933899	18.666006	-358.728516	901.190979	-170.667480	-283.591614	490.749207	84.495422	-298.374420	488.352417	-175.557556	-347.104401	83.045906	107.491158	-348.521027	91.659691	-75.754013	-70.846466	1311.779175	-68.816864	-166.843842	1139.166504
366	3.6500	-54.710812	-354.567291	902.993225	-53.953243	-287.698303	1034.348633	-209.564468	-191.533524	58.680691	159.617966	-194.911789	62.075275	-128.392487	-352.983521	902.723511	18.970861	-356.151031	903.262939	-170.502884	-286.980316	491.224335	84.090218	-301.850647	488.921967	-175.251785	-346.837250	82.704041	107.118423	-348.275146	91.244621	-75.901375	-71.483490	1316.663086	-68.896538	-165.883438	1143.430420
367	3.6600	-54.365395	-351.836578	904.364746	-53.646488	-285.677185	1036.079224	-209.724731	-191.443878	58.882706	159.982758	-195.098297	62.185650	-128.043060	-350.092865	904.002319	19.312267	-353.580322	904.727234	-170.438461	-290.535339	491.363708	83.449265	-305.418457	488.940765	-174.881958	-346.747742	82.129547	106.526588	-348.285126	90.533516	-76.000252	-72.270515	1321.042847	-68.962685	-165.050430	1147.195557
368	3.6700	-53.990829	-349.245697	905.238281	-53.318157	-283.865906	1037.341797	-209.953232	-191.508118	59.091652	160.224213	-195.472214	62.367710	-127.666847	-347.442963	904.832214	19.685186	-351.048431	905.644348	-170.453949	-294.237457	491.217285	82.606689	-309.020111	488.484680	-174.475494	-346.813171	81.349167	105.745720	-348.508698	89.557808	-76.052185	-73.195564	1324.920898	-69.012291	-164.364868	1150.478271
369	3.6800	-53.593334	-346.823120	905.681213	-52.970959	-282.278107	1038.194702	-210.238495	-191.695587	59.298214	160.350479	-195.985229	62.600224	-127.270370	-345.061401	905.279785	20.083702	-348.584808	906.082703	-170.524170	-298.047943	490.843994	81.604889	-312.572876	487.647705	-174.060059	-347.000000	80.402420	104.820389	-348.890442	88.364052	-76.059639	-74.247063	1328.310425	-69.042953	-163.843597	1153.302734
370	3.6900	-53.179214	-344.591736	905.764404	-52.607517	-280.920685	1038.700317	-210.566406	-191.967743	59.493645	160.375519	-196.581055	62.860107	-126.859665	-342.967377	905.413574	20.501236	-346.216095	906.115295	-170.621216	-301.915222	490.308197	80.492523	-315.982758	486.534180	-173.661545	-347.267242	79.338615	103.805443	-349.368439	87.009956	-76.025955	-75.414001	1331.235107	-69.053391	-163.500046	1155.701416
371	3.7000	-52.754524	-342.568726	905.559387	-52.230190	-279.795227	1038.921631	-210.921173	-192.282364	59.670654	160.318329	-197.200836	63.125633	-126.440018	-341.171692	905.301453	20.930971	-343.965729	905.817322	-170.716843	-305.782745	489.676392	79.322388	-319.158997	485.251221	-173.302002	-347.571472	78.213058	102.761024	-349.880981	85.559875	-75.955231	-76.686226	1333.726196	-69.043213	-163.344055	1157.711792
372	3.7100	-52.324936	-340.765869	905.136108	-51.841137	-278.898224	1038.921143	-211.286880	-192.597366	59.823517	160.201340	-197.789673	63.379044	-126.015976	-339.677338	905.008789	21.366100	-341.854401	905.263367	-170.784637	-309.595734	489.013275	78.149399	-322.027649	483.901428	-172.998291	-347.870758	77.082855	101.747284	-350.373993	84.079887	-75.852196	-78.054565	1335.820801	-69.012955	-163.382141	1159.374756
373	3.7200	-51.895424	-339.189667	904.560730	-51.442471	-278.222107	1038.758545	-211.648422	-192.874985	59.948208	160.048309	-198.302277	63.607887	-125.591187	-338.480072	904.596313	21.800339	-339.899200	904.525024	-170.801971	-313.307404	488.378448	77.028313	-324.542358	482.576996	-172.761520	-348.128937	76.002724	100.819901	-350.806091	82.633034	-75.721901	-79.510963	1337.560303	-68.963837	-163.616699	1160.733887
374	3.7300	-51.470108	-337.841431	903.893616	-51.036259	-277.755310	1038.488403	-211.992691	-193.085617	60.042217	159.882156	-198.707748	63.805321	-125.168442	-337.569000	904.118469	22.228235	-338.113861	903.668823	-170.751419	-316.882843	487.822845	76.011177	-326.690430	481.354828	-172.596710	-348.318726	75.021019	100.025993	-351.152557	81.275116	-75.569595	-81.048592	1338.987793	-68.897743	-164.047073	1161.832153
375	3.7400	-51.052162	-336.717865	903.188049	-50.624748	-277.483582	1038.159912	-212.309387	-193.210556	60.104355	159.723022	-198.991745	63.969215	-124.749779	-336.927277	903.621887	22.645449	-336.508453	902.754211	-170.621445	-320.301727	487.386597	75.144058	-328.493042	480.294006	-172.503098	-348.423828	74.176476	99.401375	-351.405792	80.051193	-75.400383	-82.661896	1340.147827	-68.816948	-164.669220	1162.712769
376	3.7500	-50.643768	-335.811005	902.488525	-50.210232	-277.390686	1037.814697	-212.591522	-193.243195	60.134567	159.587265	-199.155960	64.100777	-124.336494	-336.532928	903.144592	23.048965	-335.089050	901.832458	-170.406250	-323.558167	487.096466	74.463791	-330.000488	479.433746	-172.474976	-348.439423	73.495766	98.968719	-351.573090	78.993362	-75.219055	-84.346573	1341.083496	-68.723938	-165.476379	1163.415894
377	3.7600	-50.246136	-335.108795	901.830505	-49.795002	-277.458740	1037.486450	-212.835495	-193.188751	60.133987	159.486816	-199.215851	64.203362	-123.929398	-336.359680	902.715210	23.437124	-333.857880	900.945801	-170.105484	-326.659424	486.965363	73.994888	-331.283936	478.793365	-172.502548	-348.371399	72.992241	98.736923	-351.672913	78.119637	-75.029816	-86.099548	1341.836304	-68.621231	-166.459412	1163.979004
378	3.7700	-49.859760	-334.595581	901.239746	-49.381416	-277.669312	1037.200928	-213.040894	-193.062363	60.105206	159.429230	-199.196091	64.281326	-123.528976	-336.377991	902.353027	23.809458	-332.813171	900.126465	-169.723129	-329.622589	486.991943	73.747269	-332.423828	478.373291	-172.573181	-348.234283	72.665779	98.701607	-351.729797	77.434059	-74.836082	-87.918907	1342.445068	-68.511055	-167.607025	1164.435669
379	3.7800	-49.484348	-334.252350	900.732849	-48.971905	-278.003479	1036.975586	-213.209869	-192.886246	60.052406	159.417862	-199.126114	64.339699	-123.135422	-336.555695	902.068420	24.166729	-331.949005	899.397339	-169.266556	-332.470825	487.161957	73.715294	-333.498413	478.157684	-172.672729	-348.048828	72.503845	98.846512	-351.769562	76.927895	-74.640366	-89.803757	1342.944458	-68.395439	-168.906815	1164.814209
380	3.7900	-49.119347	-334.057495	900.317505	-48.568863	-278.442596	1036.820068	-213.346176	-192.686142	59.981667	159.452423	-199.034973	64.383583	-122.749031	-336.859283	901.863342	24.510340	-331.255676	898.771667	-168.745590	-335.228638	487.450256	73.878601	-334.574524	478.117554	-172.787033	-347.838928	72.483498	99.145905	-351.814880	76.581825	-74.444115	-91.754082	1343.365356	-68.275795	-170.344986	1165.138306
381	3.8000	-48.763855	-333.987488	899.993591	-48.174534	-278.968628	1036.737305	-213.454254	-192.487564	59.900623	159.529465	-198.947586	64.418015	-122.370041	-337.254822	901.732605	24.842329	-330.720123	898.254517	-168.171875	-337.917969	487.823669	74.204315	-335.700439	478.214905	-172.903107	-347.628510	72.574287	99.567223	-351.882477	76.368752	-74.247673	-93.770607	1343.734497	-68.152931	-171.907593	1165.427246
382	3.8100	-48.417267	-334.017334	899.754333	-47.791035	-279.564301	1036.724243	-213.538300	-192.312500	59.818020	159.643082	-198.882065	64.447510	-121.999138	-337.708679	901.665344	25.164608	-330.325958	897.843384	-167.558228	-340.554138	488.244873	74.650520	-336.903137	478.407166	-173.010574	-347.438965	72.741386	100.074135	-351.981537	76.257004	-74.050270	-95.854584	1344.074097	-68.026993	-173.580383	1165.693970
383	3.8200	-48.078976	-334.121582	899.588074	-47.420307	-280.213379	1036.773193	-213.601624	-192.177246	59.742790	159.785599	-198.848709	64.475800	-121.637062	-338.188812	901.646362	25.479107	-330.054382	897.529785	-166.918579	-343.143707	488.675720	75.170448	-338.189117	478.651245	-173.102478	-347.287354	72.949066	100.629456	-352.113678	76.213661	-73.850060	-98.007591	1344.402466	-67.897346	-175.349274	1165.948120
384	3.8300	-47.748947	-334.274872	899.479553	-47.064087	-280.900787	1036.873169	-213.646393	-192.091202	59.683121	159.948639	-198.850189	64.505325	-121.284981	-338.665100	901.658325	25.787094	-329.884644	897.300842	-166.267578	-345.683075	489.080994	75.716942	-339.548370	478.907684	-173.175751	-347.185120	73.163788	101.197762	-352.273682	76.207558	-73.644226	-100.231407	1344.734131	-67.762772	-177.201172	1166.194336
385	3.8400	-47.427555	-334.452728	899.411682	-46.723755	-281.612671	1037.011597	-213.673737	-192.056198	59.645382	160.123611	-198.883331	64.537369	-120.944328	-339.110626	901.682922	26.089216	-329.794830	897.140381	-165.620514	-348.158142	489.431274	76.246513	-340.959991	479.143494	-173.231415	-347.137299	73.356789	101.747581	-352.451935	76.211891	-73.429100	-102.527748	1345.080200	-67.620850	-179.123657	1166.434082
386	3.8500	-47.115646	-334.632050	899.366760	-46.400341	-282.336884	1037.174561	-213.684158	-192.067520	59.633480	160.302582	-198.941116	64.572029	-120.616676	-339.501709	901.702576	26.385376	-329.762390	897.030884	-164.992844	-350.546021	489.705017	76.722763	-342.398224	479.334412	-173.273987	-347.142670	73.506073	102.253120	-352.636536	76.205894	-73.200356	-104.898155	1345.449341	-67.468903	-181.104965	1166.666382
387	3.8600	-46.814503	-334.792023	899.328186	-46.094658	-283.062134	1037.349121	-213.678009	-192.115326	59.648529	160.478622	-199.015305	64.608780	-120.303734	-339.818848	901.701660	26.674734	-329.765198	896.954651	-164.399612	-352.817078	489.889832	77.118759	-343.838287	479.466125	-173.310684	-347.194794	73.597382	102.695290	-352.816040	76.175797	-72.953186	-107.343842	1345.847534	-67.303467	-183.134491	1166.888062
388	3.8700	-46.525677	-334.914337	899.281311	-45.807007	-283.778931	1037.523682	-213.655823	-192.186356	59.688957	160.646118	-199.098221	64.646759	-120.007202	-340.046631	901.667786	26.955847	-329.782013	896.894897	-163.854675	-354.937714	489.982391	77.418205	-345.259766	479.533875	-173.350159	-347.283051	73.624382	103.062187	-352.981110	76.114822	-72.682564	-109.865540	1346.279053	-67.120377	-185.202698	1167.094971
389	3.8800	-46.250957	-334.983612	899.214294	-45.537350	-284.478882	1037.688232	-213.618607	-192.265945	59.750900	160.801071	-199.183945	64.685181	-119.728683	-340.174072	901.591980	27.226768	-329.793152	896.836670	-163.369904	-356.873901	489.987732	77.615334	-346.648163	479.541748	-173.401169	-347.394348	73.587967	103.349106	-353.125854	76.022461	-72.383446	-112.463402	1346.747070	-66.915321	-187.300751	1167.283203
390	3.8900	-45.991993	-334.987732	899.118408	-45.285080	-285.155426	1037.835815	-213.567978	-192.339890	59.828934	160.940948	-199.268814	64.723419	-119.469444	-340.194427	901.468994	27.485456	-329.781036	896.767883	-162.954315	-358.594238	489.917603	77.713806	-347.994965	479.500458	-173.471146	-347.514648	73.495056	103.557838	-353.247925	75.903137	-72.051003	-115.136932	1347.253540	-66.683510	-189.420319	1167.448486
