Field	Time	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	LTOO_X	LTOO_Y	LTOO_Z	RTOO_X	RTOO_Y	RTOO_Z	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
391	3.9000	-45.750294	-334.917877	898.988281	-45.049099	-285.803162	1037.961426	-213.505859	-192.395905	59.916641	161.064880	-199.350876	64.761017	-119.230431	-340.105042	901.297668	27.729839	-329.730682	896.678833	-162.613358	-360.072601	489.788635	77.724770	-349.295380	479.424988	-173.565323	-347.630707	73.356728	103.695679	-353.347839	75.764587	-71.680847	-117.884926	1347.799805	-66.420105	-191.553894	1167.588745
392	3.9100	-45.526855	-334.768524	898.821838	-44.827835	-286.418091	1038.062744	-213.434448	-192.425095	60.007591	161.173111	-199.429489	64.797668	-119.012001	-339.906982	901.080322	27.958281	-329.630035	896.563293	-162.348526	-361.290710	489.619751	77.664322	-350.546173	479.331787	-173.685730	-347.731537	73.186386	103.773712	-353.428345	75.616081	-71.269249	-120.705437	1348.386719	-66.120117	-193.694183	1167.702271
393	3.9200	-45.322117	-334.537384	898.619934	-44.619175	-286.997620	1038.139648	-213.355881	-192.422318	60.095722	161.267105	-199.504074	64.832985	-118.813919	-339.604614	900.821899	28.169682	-329.470123	896.417969	-162.157150	-362.239319	489.430298	77.551125	-351.742798	479.236328	-173.831177	-347.809143	72.997864	103.805420	-353.492554	75.466850	-70.813263	-123.595711	1349.014771	-65.779068	-195.834076	1167.790039
394	3.9300	-45.135731	-334.224884	898.385925	-44.420536	-287.540039	1038.193970	-213.272110	-192.386612	60.175941	161.348801	-199.573624	64.866570	-118.635223	-339.204773	900.529663	28.363762	-329.244995	896.242188	-162.032806	-362.919250	489.237885	77.403961	-352.877136	479.150970	-173.997421	-347.859314	72.803825	103.804771	-353.543365	75.324753	-70.310951	-126.552223	1349.684082	-65.392609	-197.967010	1167.854004
395	3.9400	-44.966503	-333.833984	898.124634	-44.228718	-288.045166	1038.228638	-213.185043	-192.320923	60.244453	161.420486	-199.635773	64.897774	-118.474167	-338.716187	900.211914	28.541166	-328.951813	896.037292	-161.965881	-363.340851	489.057098	77.239914	-353.936218	479.083679	-174.177826	-347.881683	72.614586	103.784920	-353.582123	75.195419	-69.761398	-129.570724	1350.394409	-64.956978	-200.086044	1167.897827
396	3.9500	-44.812317	-333.369629	897.842224	-44.040295	-288.513306	1038.247314	-213.096512	-192.231506	60.299015	161.484558	-199.686737	64.925720	-118.328209	-338.148834	899.877747	28.703573	-328.590424	895.806702	-161.944366	-363.523895	488.898590	77.073280	-354.902100	479.037445	-174.364410	-347.879242	72.437401	103.757042	-353.608002	75.081825	-69.164848	-132.646133	1351.145386	-64.469147	-202.184769	1167.927124
397	3.9600	-44.670086	-332.838287	897.545288	-43.851254	-288.945618	1038.254395	-213.008530	-192.127029	60.339005	161.543121	-199.721344	64.949272	-118.193916	-337.513245	899.535645	28.853746	-328.163330	895.554932	-161.954987	-363.495819	488.768707	76.914902	-355.752533	479.010529	-174.548767	-347.857788	72.276276	103.729767	-353.618347	74.984322	-68.522667	-135.772659	1351.935913	-63.926949	-204.256714	1167.947876
398	3.9700	-44.535873	-332.247314	897.240479	-43.657494	-289.343506	1038.253906	-212.923477	-192.017639	60.365486	161.597916	-199.733353	64.967087	-118.067162	-336.819580	899.193665	28.995409	-327.675018	895.287415	-161.984283	-363.290405	488.669861	76.772232	-356.463287	478.997650	-174.723358	-347.825287	72.132217	103.708946	-353.608490	74.900993	-67.837372	-138.943802	1352.764404	-63.329277	-206.295715	1167.966553
399	3.9800	-44.404976	-331.604431	896.933838	-43.454662	-289.708496	1038.249512	-212.844299	-191.913910	60.381023	161.650406	-199.716263	64.977531	-117.943138	-336.077271	898.858215	29.133183	-327.131592	895.009521	-162.019592	-362.945496	488.601044	76.650002	-357.010620	478.991089	-174.882172	-347.790527	72.003830	103.697922	-353.572845	74.828354	-67.112534	-142.152420	1353.629150	-62.676186	-208.295898	1167.990601
400	3.9900	-44.272110	-330.917236	896.630737	-43.238392	-290.041962	1038.244385	-212.774323	-191.825928	60.389553	161.701813	-199.664169	64.978897	-117.816574	-335.294250	898.534485	29.272350	-326.540222	894.726990	-162.049744	-362.500977	488.558594	76.550941	-357.375092	478.982697	-175.021332	-347.762543	71.887978	103.697876	-353.505676	74.762093	-66.352669	-145.390610	1354.527466	-61.968952	-210.251770	1168.026245
401	4.0000	-44.131634	-330.192749	896.335449	-43.004391	-290.345032	1038.240967	-212.717300	-191.762390	60.396008	161.753143	-199.572922	64.969688	-117.681908	-334.476837	898.226013	29.418638	-325.908661	894.444885	-162.065781	-361.996429	488.537445	76.476685	-357.544586	478.964966	-175.139328	-347.749634	71.780785	103.708458	-353.402557	74.697876	-65.563118	-148.650024	1355.456421	-61.210403	-212.157867	1168.080078
402	4.0100	-43.977749	-329.436920	896.051331	-42.748692	-290.617706	1038.240723	-212.676880	-191.730072	60.405983	161.805389	-199.441025	64.948723	-117.533501	-333.629211	897.934814	29.577997	-325.244659	894.167908	-162.061081	-361.468689	488.531738	76.428627	-357.517273	478.932678	-175.236801	-347.758606	71.678246	103.728394	-353.261292	74.631989	-64.749878	-151.921677	1356.412354	-60.404533	-214.009415	1168.156982
403	4.0200	-43.804798	-328.654572	895.780640	-42.467651	-290.859680	1038.244873	-212.656235	-191.733215	60.425171	161.859482	-199.270370	64.915535	-117.365868	-332.753510	897.661377	29.756275	-324.555603	893.899841	-162.031403	-360.949921	488.536041	76.408463	-357.303314	478.883453	-175.316132	-347.794342	71.576965	103.755806	-353.082855	74.561844	-63.919388	-155.196152	1357.391479	-59.556740	-215.802094	1168.261841
404	4.0300	-43.607563	-327.848938	895.524780	-42.158318	-291.069397	1038.253418	-212.657501	-191.773727	60.459099	161.916428	-199.066589	64.870575	-117.174034	-331.849792	897.405457	29.958914	-323.848083	893.644104	-161.974640	-360.465698	488.545532	76.418358	-356.924988	478.817657	-175.380707	-347.859711	71.474541	103.788773	-352.871948	74.486237	-63.078358	-158.463593	1358.389282	-58.673733	-217.531555	1168.397827
405	4.0400	-43.381435	-327.021881	895.284302	-41.818211	-291.244385	1038.266113	-212.681335	-191.850739	60.512394	161.977295	-198.838501	64.815086	-116.953613	-330.916260	897.165649	30.190739	-323.127502	893.402954	-161.890442	-360.033508	488.556732	76.460991	-356.415344	478.738373	-175.434280	-347.954895	71.369743	103.825508	-352.636322	74.405350	-62.233532	-161.713898	1359.401245	-57.763298	-219.194061	1168.567139
406	4.0500	-43.122734	-326.173828	895.059082	-41.445732	-291.381592	1038.282593	-212.726547	-191.960953	60.588509	162.043274	-198.597336	64.751152	-116.701096	-329.949615	896.940186	30.455627	-322.398071	893.178040	-161.779739	-359.662018	488.567474	76.539200	-355.814911	478.650391	-175.480331	-348.077942	71.262573	103.864639	-352.386292	74.320633	-61.391510	-164.936768	1360.422363	-56.834320	-220.786316	1168.770630
407	4.0600	-42.828800	-325.303864	894.848755	-41.040337	-291.476715	1038.301880	-212.789902	-192.098846	60.689388	162.115540	-198.355392	64.681335	-116.414001	-328.945343	896.727051	30.756401	-321.662354	892.970459	-161.644318	-359.350861	488.576630	76.655479	-355.167389	478.559143	-175.521530	-348.224731	71.154022	103.905334	-352.133423	74.234383	-60.558540	-168.121841	1361.447632	-55.896156	-222.304977	1169.008545
408	4.0700	-42.498154	-324.409973	894.652344	-40.602123	-291.525269	1038.323120	-212.866211	-192.256927	60.815220	162.195282	-198.124603	64.608467	-116.090935	-327.898468	896.523987	31.094627	-320.921478	892.780579	-161.486465	-359.090637	488.584198	76.811539	-354.514801	478.470001	-175.559494	-348.389191	71.045746	103.947350	-351.889099	74.149361	-59.740372	-171.258850	1362.471924	-54.958733	-223.747467	1169.279663
409	4.0800	-42.130585	-323.489471	894.468811	-40.132450	-291.522552	1038.345215	-212.948761	-192.426376	60.964474	162.283447	-197.914948	64.535271	-115.731697	-326.803833	896.329224	31.470530	-320.175079	892.608337	-161.308640	-358.864502	488.590698	77.007858	-353.892639	478.387238	-175.594742	-348.563812	70.939758	103.991096	-351.663116	74.068298	-58.942085	-174.337769	1363.490112	-54.031933	-225.111359	1169.581909
410	4.0900	-41.727116	-322.539001	894.296997	-39.633369	-291.463806	1038.367188	-213.029633	-192.597214	61.134071	162.380753	-197.733185	64.464012	-115.337234	-325.656647	896.140991	31.883005	-319.421356	892.453003	-161.113342	-358.649384	488.596893	77.243423	-353.325775	478.313812	-175.626816	-348.740082	70.838013	104.037643	-351.462311	73.993523	-58.168022	-177.349075	1364.497314	-53.125385	-226.394577	1169.913208
411	4.1000	-41.290001	-321.555237	894.135681	-39.108150	-291.344604	1038.388428	-213.100555	-192.759216	61.319675	162.487518	-197.582443	64.396446	-114.909653	-324.453217	895.957703	32.329643	-318.657318	892.313660	-160.903000	-358.417969	488.603455	77.515549	-352.826508	478.251129	-175.654663	-348.908997	70.742104	104.088341	-351.290222	73.926613	-57.421684	-180.283737	1365.488281	-52.248295	-227.595230	1170.269897
412	4.1100	-40.822601	-320.534882	893.983643	-38.560810	-291.161224	1038.407837	-213.153458	-192.902237	61.516186	162.603546	-197.461884	64.333694	-114.452042	-323.190857	895.778442	32.806839	-317.878906	892.188843	-160.680069	-358.141205	488.610718	77.819916	-352.393555	478.199219	-175.676941	-349.061646	70.653061	104.144783	-351.146759	73.868271	-56.705704	-183.133545	1366.458496	-51.408878	-228.712494	1170.648315
413	4.1200	-40.329308	-319.475128	893.839539	-37.996006	-290.911163	1038.424927	-213.181259	-193.017014	61.718208	162.728226	-197.367447	64.276291	-113.968521	-321.868835	895.602234	33.309902	-317.081421	892.076904	-160.446976	-357.790833	488.618500	78.150764	-352.013855	478.157104	-175.692429	-349.189819	70.571167	104.208221	-351.028564	73.818329	-56.021839	-185.891251	1367.403564	-50.614174	-229.745316	1171.044800
414	4.1300	-39.815258	-318.373718	893.702271	-37.419197	-290.592773	1038.439087	-213.178207	-193.095627	61.920502	162.860397	-197.292618	64.224266	-113.463882	-320.487915	895.428589	33.833370	-316.259521	891.976013	-160.206192	-357.341766	488.626221	78.501129	-351.665314	478.123260	-175.700241	-349.286499	70.496033	104.279335	-350.929871	73.775818	-55.371010	-188.550583	1368.319214	-49.869778	-230.693558	1171.454956
415	4.1400	-39.286255	-317.229370	893.570618	-36.836170	-290.205933	1038.449951	-213.140427	-193.132401	62.118572	162.998383	-197.229858	64.177460	-112.943619	-319.050903	895.257263	34.371113	-315.407806	891.884033	-159.960251	-356.774292	488.632751	78.863159	-351.321228	478.095886	-175.700043	-349.346771	70.426628	104.357697	-350.843719	73.739258	-54.753357	-191.106491	1369.202026	-49.179935	-231.557587	1171.875122
416	4.1500	-38.748558	-316.041595	893.443481	-36.253071	-289.751862	1038.456909	-213.065979	-193.124100	62.308819	163.139755	-197.172104	64.135895	-112.413696	-317.562347	895.087952	34.916588	-314.520844	891.798950	-159.711807	-356.075928	488.636810	79.228592	-350.954407	478.073395	-175.691940	-349.367706	70.361526	104.441605	-350.763428	73.706841	-54.168327	-193.555130	1370.048462	-48.546856	-232.338150	1172.300903
417	4.1600	-38.208611	-314.810944	893.319702	-35.675987	-289.233276	1038.459717	-212.954819	-193.070541	62.488823	163.281418	-197.113571	64.099869	-111.880348	-316.028381	894.920837	35.463123	-313.593536	891.718628	-159.463409	-355.242615	488.637115	79.589127	-350.541199	478.054321	-175.676559	-349.349335	70.299080	104.527954	-350.683380	73.676727	-53.614765	-195.894012	1370.856079	-47.971703	-233.036667	1172.728760
418	4.1700	-37.672783	-313.538910	893.198364	-35.111057	-288.654083	1038.458374	-212.808838	-192.974533	62.657310	163.419464	-197.050720	64.070190	-111.349800	-314.456451	894.755798	36.004234	-312.621368	891.640930	-159.217514	-354.278778	488.632507	79.936821	-350.064026	478.037598	-175.654678	-349.294189	70.237755	104.612389	-350.600006	73.647270	-53.091068	-198.121918	1371.622314	-47.453529	-233.654922	1173.154785
419	4.1800	-37.147266	-312.227875	893.078491	-34.564049	-288.019592	1038.452393	-212.631638	-192.841980	62.814095	163.549164	-196.982513	64.048325	-110.828224	-312.855042	894.593079	36.533688	-311.600677	891.563965	-158.976349	-353.197418	488.622253	80.264557	-349.513275	478.022400	-175.627136	-349.207581	70.176270	104.689659	-350.512238	73.617119	-52.595295	-200.238846	1372.346069	-46.990177	-234.195801	1173.576294
420	4.1900	-36.637772	-310.880920	892.959229	-34.040184	-287.335815	1038.441650	-212.428192	-192.681137	62.959702	163.665253	-196.909805	64.035973	-110.321388	-311.233093	894.432678	37.045849	-310.528748	891.485840	-158.741669	-352.018768	488.606140	80.566368	-348.886230	478.007996	-175.594681	-349.096741	70.113808	104.754265	-350.420990	73.585350	-52.125320	-202.246033	1373.025879	-46.578423	-234.662079	1173.989990
421	4.2000	-36.149483	-309.501953	892.839966	-33.544075	-286.609558	1038.426514	-212.204559	-192.502335	63.095234	163.762009	-196.834793	64.035057	-109.834641	-309.599884	894.274719	37.535671	-309.404053	891.405212	-158.514725	-350.768524	488.584412	80.837852	-348.186035	477.993713	-175.557724	-348.970764	70.050125	104.801155	-350.328857	73.551453	-51.678967	-204.145767	1373.661499	-46.213566	-235.057602	1174.393921
422	4.2100	-35.686718	-308.095184	892.720032	-33.079617	-285.848297	1038.406494	-211.967667	-192.316727	63.221844	163.834061	-196.760101	64.047142	-109.372505	-307.964172	894.119324	37.999069	-308.226196	891.320740	-158.296158	-349.475769	488.557892	81.076416	-347.419312	477.978851	-175.516403	-348.839233	69.985565	104.826447	-350.239197	73.515305	-51.254128	-205.941330	1374.252808	-45.890850	-235.386276	1174.785645
423	4.2200	-35.253071	-306.665283	892.598999	-32.649559	-285.059601	1038.382080	-211.724640	-192.135437	63.340546	163.876389	-196.687943	64.073326	-108.938828	-306.334381	893.966431	38.432686	-306.996185	891.231567	-158.085892	-348.170258	488.527802	81.281502	-346.593811	477.962524	-175.470596	-348.711517	69.920952	104.827995	-350.155334	73.477028	-50.848892	-207.636703	1374.800171	-45.604717	-235.652969	1175.163696
424	4.2300	-34.851063	-305.217163	892.476501	-32.255966	-284.250946	1038.353027	-211.482803	-191.968521	63.451843	163.885162	-196.619568	64.113815	-108.536385	-304.717957	893.816101	38.834259	-305.716370	891.136963	-157.883255	-346.880341	488.495636	81.454552	-345.716370	477.943878	-175.420013	-348.596008	69.857506	104.805679	-350.079895	73.436966	-50.461636	-209.236618	1375.304443	-45.349834	-235.862564	1175.526855
425	4.2400	-34.482342	-303.755890	892.352417	-31.899763	-283.429932	1038.319824	-211.248917	-191.823990	63.555641	163.858170	-196.554916	64.167908	-108.167053	-303.121460	893.668213	39.202370	-304.390350	891.036621	-157.686981	-345.630524	488.462921	81.598869	-344.791840	477.921997	-175.364304	-348.499054	69.796654	104.761597	-350.014404	73.395508	-50.091087	-210.746170	1375.766602	-45.121010	-236.020325	1175.874023
426	4.2500	-34.147541	-302.286560	892.226685	-31.580910	-282.603424	1038.282349	-211.028870	-191.707138	63.651165	163.795044	-196.493042	64.234169	-107.831650	-301.550140	893.522705	39.536572	-303.022980	890.930725	-157.495331	-344.440063	488.431122	81.719238	-343.822998	477.896118	-175.303207	-348.424530	69.739830	104.699547	-349.959473	73.353020	-49.736378	-212.170792	1376.188110	-44.913513	-236.132492	1176.204712
427	4.2600	-33.846478	-300.814392	892.099426	-31.298504	-281.778046	1038.241211	-210.827438	-191.620148	63.737019	163.697632	-196.432434	64.310471	-107.530136	-300.008362	893.379395	39.837185	-301.620392	890.819458	-157.306458	-343.321747	488.401520	81.821281	-342.811554	477.865631	-175.236710	-348.373505	69.688324	104.624657	-349.914581	73.309853	-49.397041	-213.516052	1376.570313	-44.723045	-236.205002	1176.518066
428	4.2700	-33.577995	-299.344452	891.970642	-31.050812	-280.959930	1038.196167	-210.648102	-191.562134	63.811333	163.569946	-196.371506	64.394318	-107.261436	-298.499329	893.238037	40.105446	-300.189545	890.703186	-157.118362	-342.281921	488.374939	81.911011	-341.759033	477.830292	-175.165085	-348.344391	69.643135	104.542694	-349.878662	73.266266	-49.073006	-214.787552	1376.914673	-44.546684	-236.244110	1176.813721
429	4.2800	-33.340332	-297.881897	891.840698	-30.835531	-280.154572	1038.147705	-210.492859	-191.529190	63.871914	163.417999	-196.309418	64.483116	-107.023804	-297.025421	893.098572	40.343143	-298.738403	890.582825	-156.929337	-341.320343	488.351929	81.993980	-340.668884	477.790100	-175.088959	-348.332977	69.604828	104.459229	-349.850464	73.222534	-48.764561	-215.990784	1377.222900	-44.382053	-236.256805	1177.091309
430	4.2900	-33.131111	-296.431976	891.710022	-30.649765	-279.366821	1038.096191	-210.362610	-191.515335	63.916527	163.249420	-196.246429	64.574463	-106.814857	-295.588409	892.960815	40.552635	-297.275513	890.459167	-156.738037	-340.431793	488.332550	82.074867	-339.547699	477.745697	-175.009247	-348.333282	69.573616	104.379074	-349.829041	73.178909	-48.472267	-217.131119	1377.496216	-44.227615	-236.249481	1177.349976
431	4.3000	-32.947578	-294.999817	891.578857	-30.490299	-278.601135	1038.041504	-210.257156	-191.513107	63.943153	163.072845	-196.183914	64.666237	-106.631783	-294.189636	892.824524	40.736626	-295.810028	890.333313	-156.543655	-339.606812	488.316498	82.156982	-338.406006	477.698059	-174.927124	-348.338165	69.549240	104.305939	-349.813629	73.135727	-48.196907	-218.213699	1377.736328	-44.083015	-236.229050	1177.589600
432	4.3100	-32.786724	-293.590576	891.447876	-30.353807	-277.861389	1037.984375	-210.175598	-191.514420	63.950077	162.897339	-196.124512	64.756760	-106.471527	-292.830139	892.689636	40.898079	-294.351044	890.206116	-156.346069	-338.833679	488.303253	82.242165	-337.258575	477.648712	-174.843964	-348.339966	69.531120	104.241997	-349.804138	73.093422	-47.939377	-219.243423	1377.944458	-43.948498	-236.202423	1177.809326
433	4.3200	-32.645386	-292.209534	891.317505	-30.237049	-277.151184	1037.924927	-210.116592	-191.511459	63.936131	162.731537	-196.071533	64.844803	-106.330849	-291.511017	892.556213	41.040081	-292.908020	890.078796	-156.145782	-338.099945	488.292053	82.330627	-336.123779	477.599487	-174.761124	-348.331604	69.518433	104.188004	-349.800720	73.052544	-47.700584	-220.224976	1378.122070	-43.824856	-236.176086	1178.008789
